Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits,Weight (kg)
Rottweiler,Large,Male,8.0,Neutered,Active,5.0,11.0,2.0,1.0,31.3
German Shepherd,Large,Male,,,Very Active,0.0,12.0,2.0,3.0,25.4
Boxer,Medium,Female,8.0,,,4.0,12.0,2.0,0.0,20.87
,Medium,Female,9.0,Neutered,Very Active,5.0,11.0,2.0,0.0,26.31
Poodle,Small,Male,5.0,Neutered,Low,1.0,10.0,2.0,0.0,27.67
Yorkshire Terrier,Small,Male,10.0,,Active,3.0,10.0,3.0,2.0,34.93
Bulldog,Medium,Male,12.0,Spayed,Very Active,0.0,12.0,1.0,1.0,
Australian Shepherd,Medium,Female,12.0,Neutered,Low,3.0,13.0,1.0,1.0,13.15
Beagle,Small,Male,8.0,Neutered,Active,5.0,11.0,0.0,3.0,15.42
Beagle,Small,Male,4.0,Neutered,,,11.0,2.0,3.0,26.76
Dachshund,Small,Female,5.0,Neutered,Very Active,3.0,9.0,2.0,2.0,29.94
Beagle,Small,Female,4.0,,,3.0,8.0,2.0,2.0,17.69
Boxer,Medium,Female,,Neutered,,2.0,12.0,1.0,1.0,24.49
Chihuahua,Small,Female,3.0,Neutered,,3.0,13.0,0.0,2.0,23.13
Poodle,Small,Male,13.0,Spayed,Very Active,1.0,10.0,2.0,,20.87
Dachshund,Small,Male,3.0,,Low,2.0,11.0,2.0,0.0,20.87
Labrador Retriever,Large,Female,10.0,Neutered,Very Active,4.0,11.0,4.0,,32.66
Dachshund,Small,Female,9.0,Spayed,Low,3.0,11.0,1.0,3.0,21.77
Bulldog,Medium,Female,5.0,Neutered,Very Active,3.0,11.0,1.0,,21.77
Rottweiler,Large,Female,9.0,Spayed,Active,0.0,11.0,2.0,3.0,9.07
Poodle,Small,Male,6.0,Neutered,Moderate,0.0,14.0,0.0,1.0,20.41
Bulldog,Medium,Male,8.0,Spayed,Very Active,3.0,12.0,2.0,4.0,24.95
Bulldog,Medium,Male,1.0,Neutered,Very Active,3.0,11.0,2.0,2.0,16.78
Labrador Retriever,Large,Female,,Neutered,Low,,8.0,3.0,2.0,31.3
Beagle,Small,Male,3.0,,Active,3.0,12.0,1.0,0.0,
Siberian Husky,Medium,Male,2.0,Neutered,Moderate,0.0,10.0,1.0,1.0,9.53
German Shepherd,Large,Female,8.0,,Very Active,0.0,11.0,2.0,2.0,19.05
Bulldog,Medium,Male,1.0,Neutered,Low,3.0,11.0,3.0,2.0,20.87
Australian Shepherd,Medium,Male,8.0,Spayed,Moderate,2.0,11.0,3.0,1.0,34.02
Golden Retriever,Large,Male,3.0,Spayed,Moderate,4.0,11.0,1.0,2.0,17.24
Rottweiler,Large,Male,5.0,Neutered,Very Active,2.0,10.0,2.0,4.0,22.23
Chihuahua,Small,Male,2.0,Neutered,Very Active,3.0,12.0,2.0,4.0,19.05
Poodle,Small,Female,4.0,,Moderate,1.0,11.0,0.0,1.0,29.48
Rottweiler,Large,Female,2.0,Neutered,,3.0,11.0,2.0,,14.97
Beagle,Small,Male,12.0,,Active,1.0,10.0,2.0,3.0,20.87
Yorkshire Terrier,Small,Male,3.0,Spayed,,3.0,11.0,1.0,4.0,12.7
Golden Retriever,Large,Male,8.0,Neutered,Active,1.0,12.0,3.0,3.0,19.96
Beagle,Small,Male,1.0,Spayed,Very Active,3.0,13.0,3.0,0.0,19.96
Golden Retriever,Large,,3.0,Spayed,,1.0,11.0,2.0,2.0,23.13
Yorkshire Terrier,Small,Male,5.0,Neutered,Active,2.0,11.0,0.0,1.0,23.59
Bulldog,Medium,Male,8.0,Neutered,Low,2.0,8.0,2.0,1.0,29.94
Rottweiler,Large,Female,2.0,Spayed,Active,5.0,12.0,1.0,1.0,24.04
Great Dane,Large,Female,5.0,Neutered,Very Active,4.0,10.0,2.0,2.0,26.76
German Shepherd,Large,Female,2.0,Neutered,Very Active,1.0,10.0,1.0,2.0,24.04
German Shepherd,Large,Female,12.0,Neutered,Active,2.0,12.0,0.0,2.0,11.34
Yorkshire Terrier,Small,,1.0,Spayed,Low,2.0,10.0,3.0,4.0,20.41
Boxer,Medium,Female,4.0,Neutered,Active,0.0,9.0,,1.0,22.23
Chihuahua,Small,Male,6.0,Spayed,Very Active,4.0,10.0,2.0,2.0,25.85
Great Dane,Large,Female,5.0,,Low,2.0,10.0,2.0,3.0,24.49
Dachshund,Small,Female,5.0,,Low,0.0,12.0,1.0,1.0,20.41
Australian Shepherd,Medium,Male,4.0,,Active,3.0,10.0,1.0,1.0,18.6
Boxer,Medium,Female,3.0,Neutered,Low,1.0,10.0,1.0,2.0,26.76
Boxer,Medium,Male,11.0,Spayed,Very Active,,9.0,2.0,1.0,26.31
Beagle,Small,Male,6.0,Neutered,Very Active,,12.0,0.0,3.0,21.32
Siberian Husky,Medium,Male,4.0,Spayed,Moderate,0.0,10.0,1.0,2.0,33.11
Siberian Husky,Medium,Female,3.0,Neutered,Low,3.0,12.0,4.0,1.0,14.97
Golden Retriever,Large,Male,,,Active,,10.0,2.0,1.0,37.65
Doberman,Large,Male,10.0,Spayed,Moderate,1.0,10.0,,4.0,35.83
Golden Retriever,Large,Female,10.0,,Moderate,2.0,11.0,0.0,3.0,15.42
Labrador Retriever,Large,Male,9.0,,Active,3.0,14.0,0.0,3.0,29.03
Bulldog,Medium,Male,6.0,Spayed,Moderate,1.0,11.0,2.0,2.0,31.3
Beagle,Small,Female,11.0,Spayed,,6.0,12.0,1.0,0.0,29.03
,Large,,8.0,Spayed,Very Active,1.0,9.0,2.0,0.0,30.39
Australian Shepherd,Medium,Female,8.0,Spayed,Very Active,4.0,11.0,1.0,3.0,20.87
Yorkshire Terrier,Small,Female,9.0,Spayed,,2.0,13.0,2.0,4.0,28.58
Labrador Retriever,Large,Male,13.0,Spayed,Low,4.0,11.0,1.0,1.0,23.59
Dachshund,Small,Female,13.0,Neutered,,0.0,11.0,1.0,4.0,13.61
Beagle,Small,Female,12.0,Spayed,Active,3.0,11.0,3.0,2.0,28.12
Dachshund,Small,Male,4.0,,Moderate,2.0,,2.0,1.0,23.13
Siberian Husky,Medium,Female,2.0,Neutered,Moderate,3.0,11.0,1.0,2.0,15.88
Siberian Husky,,Male,1.0,Spayed,Moderate,3.0,9.0,2.0,3.0,31.3
German Shepherd,,Female,3.0,,Active,1.0,13.0,2.0,3.0,22.68
Golden Retriever,Large,Male,12.0,Neutered,,2.0,10.0,1.0,1.0,23.59
Poodle,Small,Male,8.0,Neutered,Very Active,4.0,12.0,0.0,1.0,11.79
Boxer,Medium,Male,6.0,Spayed,Moderate,2.0,12.0,2.0,0.0,31.3
Siberian Husky,Medium,Female,10.0,,Very Active,4.0,10.0,1.0,1.0,12.25
Dachshund,Small,Female,11.0,Spayed,Very Active,1.0,11.0,2.0,2.0,26.31
Siberian Husky,Medium,Male,5.0,,Active,5.0,8.0,2.0,1.0,26.31
Yorkshire Terrier,Small,Female,10.0,Spayed,Very Active,3.0,12.0,1.0,0.0,19.05
Doberman,Large,Female,5.0,Neutered,Very Active,1.0,9.0,3.0,1.0,26.76
Boxer,Medium,Male,12.0,Neutered,Very Active,3.0,10.0,1.0,2.0,20.87
Boxer,Medium,Male,5.0,Spayed,Moderate,2.0,11.0,1.0,3.0,
Poodle,Small,Female,7.0,Spayed,Moderate,2.0,11.0,1.0,1.0,19.5
Boxer,Medium,Female,1.0,Neutered,Low,3.0,11.0,2.0,,26.31
Bulldog,Medium,Female,13.0,Spayed,Low,3.0,11.0,0.0,2.0,19.05
Australian Shepherd,Medium,Female,8.0,,Low,0.0,12.0,2.0,1.0,23.59
German Shepherd,Large,Female,3.0,,Very Active,3.0,11.0,0.0,3.0,23.59
Poodle,Small,Male,12.0,Neutered,Active,2.0,11.0,2.0,2.0,44.0
Rottweiler,Large,Male,2.0,Spayed,Low,1.0,13.0,2.0,0.0,26.31
Yorkshire Terrier,Small,Male,1.0,Neutered,,3.0,12.0,2.0,2.0,26.31
Chihuahua,,Male,12.0,Neutered,Very Active,3.0,10.0,1.0,3.0,18.14
Boxer,Medium,Male,3.0,,,3.0,11.0,0.0,1.0,
Chihuahua,Small,Male,10.0,Neutered,Active,3.0,10.0,2.0,2.0,14.06
Rottweiler,Large,Female,3.0,Spayed,Moderate,0.0,10.0,,1.0,29.94
Yorkshire Terrier,Small,Male,4.0,Spayed,Active,5.0,9.0,2.0,0.0,32.21
Siberian Husky,Medium,Male,2.0,Neutered,Active,4.0,13.0,,1.0,19.96
Siberian Husky,Medium,Female,3.0,,Moderate,4.0,14.0,0.0,3.0,29.03
Chihuahua,Small,Male,8.0,Neutered,Active,2.0,11.0,1.0,3.0,24.95
Australian Shepherd,Medium,Female,7.0,Spayed,Very Active,2.0,14.0,1.0,2.0,18.14
Dachshund,Small,Female,7.0,Neutered,Moderate,,12.0,1.0,2.0,18.6
Beagle,Small,Female,7.0,Neutered,Low,1.0,10.0,1.0,1.0,11.34
Bulldog,Medium,Female,6.0,Spayed,Low,1.0,12.0,0.0,1.0,19.5
Poodle,Small,Male,10.0,Neutered,Active,3.0,13.0,1.0,1.0,21.32
Dachshund,Small,Male,2.0,,,1.0,12.0,0.0,1.0,23.59
Rottweiler,Large,Female,2.0,Spayed,Low,3.0,11.0,2.0,1.0,29.94
Bulldog,Medium,Male,3.0,Neutered,,0.0,11.0,0.0,1.0,14.97
Australian Shepherd,Medium,Male,8.0,Neutered,Very Active,2.0,8.0,1.0,,
Rottweiler,Large,Female,2.0,Spayed,Active,2.0,10.0,3.0,2.0,44.45
Labrador Retriever,Large,Male,1.0,Neutered,Very Active,0.0,13.0,0.0,4.0,22.23
Beagle,Small,Male,1.0,Neutered,Very Active,4.0,10.0,1.0,3.0,14.06
Boxer,Medium,Female,6.0,,Active,3.0,12.0,2.0,0.0,16.78
Yorkshire Terrier,Small,Male,7.0,,,1.0,9.0,2.0,2.0,24.95
Dachshund,Small,Male,7.0,Neutered,Very Active,1.0,10.0,2.0,1.0,11.34
Labrador Retriever,Large,Male,6.0,Spayed,Active,5.0,10.0,,1.0,32.21
Beagle,Small,Male,5.0,Spayed,Very Active,1.0,10.0,2.0,4.0,30.84
Chihuahua,Small,Male,1.0,,Active,2.0,12.0,4.0,2.0,28.12
Great Dane,Large,Female,2.0,Neutered,Moderate,5.0,14.0,2.0,1.0,28.12
Dachshund,Small,Male,10.0,Spayed,Active,4.0,11.0,4.0,,20.41
Rottweiler,Large,Male,11.0,Neutered,,3.0,10.0,2.0,2.0,21.32
Yorkshire Terrier,Small,Male,8.0,,Low,2.0,10.0,0.0,1.0,14.97
Chihuahua,Small,Male,,Spayed,Very Active,3.0,8.0,1.0,2.0,26.76
Yorkshire Terrier,Small,Female,8.0,Spayed,Very Active,0.0,10.0,3.0,2.0,18.14
Australian Shepherd,Medium,Female,1.0,Spayed,Very Active,0.0,8.0,1.0,1.0,19.5
Chihuahua,Small,Female,2.0,Neutered,,3.0,10.0,1.0,3.0,26.31
Dachshund,Small,Male,4.0,Neutered,Active,2.0,10.0,2.0,4.0,23.13
Chihuahua,Small,Female,6.0,Neutered,Very Active,1.0,10.0,0.0,4.0,24.49
Chihuahua,Small,Male,3.0,Spayed,Active,1.0,12.0,2.0,0.0,34.02
Yorkshire Terrier,Small,Female,3.0,,Moderate,4.0,13.0,2.0,3.0,33.57
Rottweiler,Large,Female,4.0,Neutered,Moderate,3.0,12.0,1.0,1.0,27.22
Siberian Husky,Medium,Male,5.0,Spayed,,1.0,9.0,2.0,1.0,19.05
Australian Shepherd,Medium,Female,1.0,Spayed,Very Active,1.0,11.0,1.0,1.0,34.47
Yorkshire Terrier,Small,Female,6.0,Neutered,Low,2.0,12.0,1.0,2.0,24.04
Dachshund,Small,Female,5.0,Spayed,Moderate,1.0,10.0,2.0,1.0,26.31
Bulldog,Medium,Male,8.0,Neutered,Low,4.0,12.0,2.0,1.0,19.96
Golden Retriever,Large,Female,,Spayed,Very Active,4.0,12.0,2.0,0.0,34.47
Beagle,Small,Female,1.0,,,1.0,11.0,3.0,1.0,24.95
Dachshund,Small,Female,5.0,Spayed,,2.0,11.0,2.0,1.0,18.14
German Shepherd,Large,Female,7.0,Spayed,Moderate,5.0,10.0,1.0,3.0,22.23
Bulldog,Medium,Male,8.0,Spayed,,3.0,10.0,0.0,1.0,15.42
German Shepherd,Large,Male,2.0,Spayed,Active,3.0,12.0,3.0,1.0,20.41
Poodle,Small,Female,4.0,,Low,3.0,13.0,1.0,3.0,14.51
Boxer,Medium,Male,5.0,,,2.0,10.0,3.0,1.0,21.32
German Shepherd,Large,Male,1.0,,Active,1.0,10.0,3.0,1.0,29.03
Rottweiler,Large,Female,11.0,Spayed,Very Active,1.0,14.0,1.0,1.0,34.02
Bulldog,Medium,Female,6.0,,Moderate,5.0,10.0,1.0,3.0,30.39
Golden Retriever,Large,Male,4.0,Neutered,Active,4.0,13.0,2.0,1.0,25.4
German Shepherd,Large,Male,1.0,Neutered,,5.0,12.0,2.0,1.0,21.77
Poodle,Small,Female,8.0,Neutered,,2.0,13.0,2.0,0.0,35.38
Great Dane,Large,Female,4.0,Neutered,Low,1.0,12.0,0.0,0.0,25.85
Poodle,Small,Male,10.0,Neutered,Very Active,2.0,11.0,2.0,1.0,20.41
Rottweiler,Large,Male,9.0,,Active,0.0,10.0,2.0,1.0,26.31
German Shepherd,Large,Male,9.0,Neutered,,2.0,12.0,2.0,3.0,22.68
Golden Retriever,Large,Female,6.0,Neutered,Low,3.0,10.0,1.0,1.0,24.04
German Shepherd,Large,Male,11.0,Spayed,,1.0,10.0,1.0,1.0,22.68
Bulldog,Medium,Female,7.0,Neutered,Moderate,0.0,10.0,,0.0,24.95
Poodle,Small,Female,10.0,Neutered,Low,3.0,9.0,2.0,4.0,24.49
Yorkshire Terrier,Small,Female,2.0,Spayed,,4.0,11.0,2.0,2.0,19.05
Chihuahua,Small,Female,3.0,Spayed,Moderate,5.0,13.0,1.0,2.0,20.41
Chihuahua,Small,Female,8.0,Neutered,,5.0,12.0,1.0,2.0,10.43
Australian Shepherd,Medium,Female,4.0,Neutered,Moderate,5.0,,1.0,1.0,25.4
Australian Shepherd,Medium,Female,13.0,,Very Active,0.0,12.0,2.0,0.0,23.13
Poodle,Small,Male,1.0,Spayed,,4.0,10.0,0.0,2.0,33.11
Yorkshire Terrier,Small,Male,2.0,Neutered,Active,4.0,11.0,3.0,2.0,35.38
Beagle,Small,Male,8.0,Spayed,Low,2.0,11.0,0.0,2.0,16.33
Doberman,Large,Male,9.0,Spayed,Active,2.0,9.0,2.0,1.0,30.84
Australian Shepherd,Medium,Male,12.0,Neutered,,1.0,12.0,1.0,1.0,29.48
Dachshund,,Female,11.0,,,1.0,10.0,1.0,3.0,34.47
Australian Shepherd,Medium,Female,5.0,Spayed,Moderate,5.0,,1.0,2.0,29.94
Siberian Husky,Medium,Male,7.0,Spayed,Low,5.0,12.0,1.0,0.0,19.05
Golden Retriever,Large,Female,1.0,Neutered,Active,3.0,10.0,1.0,0.0,27.67
Poodle,Small,Female,6.0,Neutered,Moderate,3.0,11.0,3.0,2.0,20.41
Chihuahua,Small,Male,8.0,Spayed,Low,1.0,12.0,3.0,1.0,25.85
Great Dane,Large,Female,,Spayed,Low,4.0,12.0,1.0,3.0,28.58
Great Dane,Large,Female,4.0,,Active,2.0,13.0,0.0,1.0,14.06
Doberman,,Female,10.0,Spayed,,4.0,9.0,4.0,1.0,19.05
Rottweiler,Large,Male,7.0,Spayed,Low,3.0,9.0,,2.0,17.69
Boxer,Medium,Male,10.0,Neutered,Very Active,2.0,12.0,3.0,1.0,31.75
Labrador Retriever,Large,Male,2.0,,Moderate,6.0,8.0,2.0,1.0,24.04
German Shepherd,Large,Female,3.0,Neutered,,1.0,12.0,0.0,3.0,31.75
Doberman,Large,Female,7.0,Neutered,,2.0,9.0,2.0,2.0,15.88
Labrador Retriever,Large,Female,4.0,Spayed,,3.0,12.0,2.0,4.0,36.74
Yorkshire Terrier,Small,Male,3.0,,,3.0,12.0,,1.0,28.12
Australian Shepherd,Medium,Female,2.0,Spayed,Moderate,6.0,12.0,1.0,1.0,18.14
Rottweiler,Large,Male,4.0,Neutered,Low,0.0,9.0,1.0,2.0,11.79
Bulldog,Medium,Female,12.0,,Active,4.0,9.0,0.0,1.0,21.32
Yorkshire Terrier,Small,Male,12.0,Neutered,Active,4.0,12.0,2.0,3.0,26.76
Yorkshire Terrier,Small,Male,4.0,,Low,1.0,11.0,2.0,1.0,15.88
Siberian Husky,Medium,Female,8.0,Neutered,Very Active,,9.0,1.0,0.0,14.51
Chihuahua,Small,Male,1.0,,Active,2.0,9.0,2.0,4.0,24.04
Bulldog,Medium,Female,11.0,Neutered,Active,4.0,11.0,2.0,0.0,29.03
Yorkshire Terrier,Small,,6.0,,Very Active,4.0,10.0,2.0,1.0,21.32
Beagle,Small,Female,7.0,Spayed,Active,5.0,9.0,3.0,1.0,16.78
Golden Retriever,Large,Female,11.0,,Active,3.0,13.0,2.0,2.0,20.41
,Medium,Male,13.0,Neutered,Low,2.0,12.0,0.0,1.0,28.12
Rottweiler,Large,Female,11.0,,Active,0.0,11.0,1.0,3.0,25.4
Dachshund,Small,Male,10.0,Spayed,Moderate,2.0,9.0,0.0,1.0,38.1
German Shepherd,Large,Female,7.0,,Low,4.0,8.0,2.0,4.0,17.69
Chihuahua,Small,Male,,Spayed,,2.0,10.0,1.0,2.0,32.66
Poodle,Small,Male,2.0,Neutered,Active,3.0,11.0,2.0,0.0,23.59
Great Dane,,Female,6.0,Spayed,Low,4.0,11.0,3.0,1.0,20.41
Golden Retriever,Large,Male,4.0,Spayed,Moderate,2.0,9.0,1.0,3.0,20.87
Doberman,Large,Male,9.0,,Very Active,3.0,9.0,3.0,4.0,19.05
Boxer,Medium,Female,10.0,Neutered,Very Active,6.0,9.0,1.0,2.0,29.94
Yorkshire Terrier,Small,Male,11.0,Spayed,Active,6.0,10.0,1.0,3.0,22.23
Labrador Retriever,Large,Female,7.0,Spayed,Low,5.0,12.0,1.0,,20.87
Labrador Retriever,Large,Female,3.0,Spayed,Very Active,1.0,11.0,1.0,1.0,25.85
Bulldog,Medium,Female,6.0,Neutered,Moderate,1.0,10.0,1.0,0.0,21.32
Bulldog,Medium,Female,6.0,Neutered,Low,2.0,10.0,4.0,3.0,
Labrador Retriever,Large,Female,7.0,Spayed,Active,1.0,13.0,2.0,0.0,26.76
Golden Retriever,Large,Female,2.0,,Low,0.0,12.0,0.0,2.0,20.41
Labrador Retriever,Large,Female,4.0,Neutered,Active,1.0,12.0,2.0,0.0,33.57
Australian Shepherd,Medium,Female,5.0,,,2.0,9.0,3.0,2.0,18.6
Golden Retriever,Large,Female,5.0,Neutered,Low,0.0,12.0,3.0,1.0,19.05
German Shepherd,Large,Female,3.0,Spayed,Low,5.0,10.0,2.0,1.0,21.77
Rottweiler,Large,Female,4.0,Spayed,,1.0,9.0,2.0,3.0,26.76
Bulldog,Medium,Male,4.0,,Moderate,2.0,12.0,3.0,1.0,19.5
Rottweiler,Large,Female,7.0,Spayed,Active,1.0,10.0,1.0,2.0,23.59
,Large,Female,2.0,Neutered,Low,4.0,11.0,1.0,3.0,14.97
Siberian Husky,Medium,Female,5.0,Spayed,Active,3.0,12.0,1.0,1.0,16.78
Rottweiler,Large,Male,9.0,,Very Active,3.0,11.0,1.0,2.0,33.11
Bulldog,Medium,Female,7.0,Neutered,Very Active,4.0,,1.0,3.0,18.6
German Shepherd,Large,Male,8.0,Spayed,Very Active,2.0,8.0,2.0,0.0,25.85
Labrador Retriever,Large,Male,11.0,Spayed,Low,1.0,8.0,,1.0,13.61
Bulldog,Medium,Female,5.0,Spayed,Active,3.0,11.0,2.0,1.0,22.68
Siberian Husky,Medium,Female,9.0,,Low,2.0,12.0,1.0,3.0,22.68
Golden Retriever,Large,Male,8.0,,Active,2.0,,3.0,2.0,23.13
Poodle,Small,Male,6.0,,Very Active,2.0,13.0,0.0,1.0,30.39
Doberman,Large,Male,9.0,Spayed,Active,5.0,12.0,1.0,1.0,33.57
Great Dane,Large,Male,2.0,Spayed,Active,2.0,12.0,1.0,2.0,14.51
Beagle,Small,Male,11.0,Spayed,Very Active,2.0,12.0,3.0,3.0,24.04
Australian Shepherd,Medium,Female,7.0,Spayed,,4.0,12.0,1.0,1.0,19.5
Beagle,Small,Female,3.0,,Very Active,1.0,14.0,1.0,2.0,11.79
Yorkshire Terrier,Small,Male,7.0,Neutered,Moderate,2.0,14.0,,1.0,23.59
Rottweiler,Large,Male,11.0,Neutered,Low,3.0,14.0,0.0,1.0,13.15
Rottweiler,Large,Female,12.0,Spayed,Very Active,3.0,12.0,2.0,0.0,
Bulldog,Medium,Female,1.0,,Very Active,4.0,13.0,1.0,3.0,23.59
,Large,Male,2.0,Neutered,Very Active,1.0,12.0,3.0,2.0,32.66
Dachshund,Small,Male,4.0,Spayed,,1.0,12.0,2.0,3.0,24.49
Chihuahua,Small,Female,4.0,Spayed,Very Active,2.0,10.0,3.0,0.0,23.13
Australian Shepherd,Medium,Female,7.0,Spayed,Moderate,3.0,9.0,0.0,0.0,18.6
Australian Shepherd,Medium,Male,2.0,,Active,1.0,10.0,2.0,0.0,23.59
Labrador Retriever,Large,Male,4.0,,,2.0,13.0,2.0,3.0,32.21
Boxer,Medium,Female,1.0,Spayed,,4.0,13.0,1.0,2.0,21.32
Beagle,Small,Male,13.0,,Very Active,3.0,10.0,1.0,3.0,17.69
,Large,Female,1.0,Neutered,,0.0,9.0,2.0,2.0,29.94
Doberman,Large,Male,8.0,,,4.0,13.0,0.0,2.0,20.87
Yorkshire Terrier,Small,,5.0,Neutered,Low,3.0,12.0,0.0,1.0,20.41
Golden Retriever,Large,Female,13.0,Neutered,Moderate,0.0,10.0,1.0,2.0,24.49
Poodle,Small,Male,13.0,Spayed,Moderate,4.0,13.0,3.0,1.0,24.49
Australian Shepherd,Medium,Female,7.0,,Low,0.0,11.0,3.0,0.0,14.97
,Small,Male,6.0,Spayed,Active,1.0,13.0,2.0,2.0,24.49
Australian Shepherd,Medium,Male,12.0,Neutered,Low,4.0,11.0,2.0,3.0,22.68
Australian Shepherd,Medium,Female,5.0,Neutered,,,10.0,2.0,0.0,15.42
Yorkshire Terrier,Small,Male,11.0,Spayed,,5.0,12.0,4.0,1.0,15.42
Dachshund,Small,Female,7.0,Spayed,Low,3.0,10.0,1.0,2.0,
Labrador Retriever,Large,,7.0,Neutered,,1.0,11.0,2.0,1.0,9.53
Boxer,Medium,Female,4.0,,Moderate,2.0,9.0,1.0,3.0,25.4
German Shepherd,Large,Male,3.0,Neutered,,4.0,9.0,1.0,1.0,31.75
Poodle,Small,Female,13.0,Spayed,Very Active,2.0,9.0,1.0,2.0,17.24
Australian Shepherd,Medium,Male,1.0,Spayed,Active,2.0,12.0,1.0,1.0,14.06
Rottweiler,Large,Male,9.0,Spayed,Moderate,2.0,11.0,2.0,1.0,21.77
Dachshund,Small,Female,11.0,Spayed,Active,3.0,11.0,0.0,2.0,34.47
Yorkshire Terrier,Small,Male,10.0,Neutered,Moderate,2.0,12.0,,0.0,24.95
Bulldog,Medium,Male,6.0,Neutered,Low,2.0,11.0,2.0,2.0,21.32
German Shepherd,Large,Male,12.0,,Low,3.0,11.0,2.0,2.0,20.87
German Shepherd,Large,Male,1.0,Neutered,Very Active,1.0,13.0,1.0,1.0,27.67
Beagle,Small,Female,7.0,Spayed,Low,4.0,13.0,1.0,1.0,27.22
Bulldog,,Male,6.0,Neutered,,3.0,,2.0,0.0,27.22
Bulldog,Medium,Male,5.0,Neutered,,1.0,11.0,3.0,2.0,20.41
Chihuahua,Small,Male,11.0,Neutered,Active,1.0,10.0,1.0,2.0,
Beagle,Small,Female,4.0,Spayed,Low,2.0,12.0,2.0,4.0,27.67
German Shepherd,Large,Male,8.0,Neutered,Very Active,3.0,10.0,3.0,2.0,19.5
Golden Retriever,Large,Male,7.0,Neutered,Low,4.0,9.0,2.0,2.0,35.38
Beagle,Small,Male,7.0,,Low,1.0,11.0,3.0,0.0,16.78
Poodle,Small,Female,4.0,,Active,3.0,14.0,1.0,1.0,17.24
Siberian Husky,Medium,Male,13.0,,Active,3.0,12.0,0.0,2.0,24.95
Doberman,Large,Female,2.0,Spayed,Moderate,3.0,13.0,1.0,2.0,21.32
Doberman,Large,Male,2.0,Spayed,Very Active,3.0,9.0,1.0,1.0,24.49
Golden Retriever,Large,Female,3.0,Spayed,Low,2.0,11.0,1.0,1.0,14.51
Chihuahua,Small,Male,7.0,Spayed,Very Active,4.0,8.0,0.0,1.0,15.42
German Shepherd,Large,Female,7.0,,Active,6.0,12.0,2.0,2.0,28.58
Australian Shepherd,Medium,Female,13.0,Neutered,Very Active,5.0,11.0,2.0,3.0,19.05
,Large,Male,3.0,Neutered,,5.0,11.0,2.0,1.0,20.41
Yorkshire Terrier,Small,Female,5.0,Spayed,Moderate,5.0,10.0,2.0,2.0,25.4
Yorkshire Terrier,Small,Female,2.0,Spayed,Low,3.0,12.0,1.0,1.0,
Rottweiler,Large,Male,,Spayed,Active,3.0,11.0,2.0,1.0,24.04
Doberman,Large,Female,13.0,Spayed,Active,3.0,11.0,1.0,1.0,15.88
Labrador Retriever,Large,Male,13.0,Spayed,Very Active,0.0,13.0,0.0,1.0,21.32
German Shepherd,Large,Female,5.0,,Very Active,2.0,11.0,3.0,3.0,12.25
Dachshund,Small,Male,5.0,,Very Active,3.0,14.0,3.0,1.0,23.59
Doberman,Large,Female,1.0,Neutered,Moderate,2.0,11.0,2.0,1.0,23.59
Beagle,Small,Female,2.0,Neutered,Moderate,4.0,9.0,2.0,2.0,41.28
Poodle,Small,Male,3.0,Spayed,Active,0.0,12.0,1.0,1.0,29.48
Dachshund,Small,Male,3.0,,Active,3.0,9.0,1.0,1.0,26.76
Beagle,Small,Female,11.0,,Active,2.0,9.0,2.0,0.0,
Labrador Retriever,Large,Male,11.0,Spayed,Low,1.0,13.0,1.0,2.0,12.7
Golden Retriever,Large,Male,9.0,,Active,4.0,11.0,,3.0,23.13
Siberian Husky,Medium,Male,3.0,,Moderate,3.0,11.0,3.0,2.0,20.87
Beagle,Small,Male,9.0,,Active,3.0,9.0,1.0,2.0,30.39
Beagle,Small,Female,6.0,Neutered,Moderate,4.0,12.0,3.0,2.0,13.61
Golden Retriever,Large,Male,11.0,Neutered,Active,0.0,11.0,2.0,1.0,37.19
Yorkshire Terrier,Small,Female,11.0,Spayed,Active,3.0,12.0,2.0,1.0,23.59
German Shepherd,Large,Male,6.0,Spayed,,5.0,11.0,3.0,1.0,30.39
German Shepherd,Large,Female,1.0,Neutered,Very Active,0.0,10.0,0.0,3.0,20.87
Rottweiler,Large,Female,4.0,,Very Active,3.0,11.0,1.0,1.0,23.13
Golden Retriever,Large,Female,6.0,,Very Active,2.0,9.0,1.0,0.0,29.03
Poodle,Small,Female,1.0,,Active,3.0,11.0,1.0,1.0,22.68
Australian Shepherd,Medium,Male,,,Active,2.0,12.0,1.0,3.0,23.13
Siberian Husky,Medium,Male,12.0,Neutered,Low,3.0,11.0,2.0,2.0,28.58
Chihuahua,Small,Female,12.0,Spayed,Low,3.0,11.0,2.0,1.0,20.41
Doberman,Large,Female,2.0,Spayed,Moderate,3.0,12.0,2.0,2.0,29.94
Beagle,Small,Female,1.0,Neutered,,1.0,10.0,1.0,3.0,36.29
Australian Shepherd,Medium,Female,2.0,Spayed,Very Active,1.0,9.0,1.0,4.0,13.61
Poodle,Small,Male,5.0,Neutered,,2.0,,1.0,2.0,
Siberian Husky,Medium,Female,5.0,Neutered,Active,3.0,12.0,4.0,1.0,14.51
Beagle,Small,Male,8.0,,Active,3.0,10.0,1.0,3.0,23.13
