ID,Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Diet,Food Brand,Daily Walk Distance (miles),Other Pets in Household,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F),Synthetic,Healthy,Weight (kg)
7977,Boxer,Medium,,,,Low,Hard food,Hill's Science,2.0,Yes,No,No,10.0,2.0,Low,2.0,84.0,Yes,No,19.96
7978,Rottweiler,Large,Male,2.0,Neutered,Very Active,Home cooked,Special,5.0,No,No,No,9.0,0.0,Very Active,2.0,68.0,Yes,Yes,4.54
7979,,Large,Male,2.0,Neutered,,Home cooked,Special,2.0,Yes,Yes,No,11.0,0.0,,2.0,72.0,Yes,Yes,35.38
7980,German Shepherd,Large,Female,10.0,,,Hard food,,2.0,Yes,No,No,10.0,2.0,Very Active,1.0,76.0,Yes,Yes,28.12
7981,Great Dane,Large,Male,6.0,Spayed,Active,Special diet,Purina,3.0,Yes,No,No,12.0,2.0,Very Active,0.0,32.0,Yes,Yes,13.61
7982,Beagle,Small,Male,8.0,Neutered,,Home cooked,Special,3.0,No,Yes,No,12.0,2.0,Low,2.0,56.0,Yes,Yes,21.77
7983,Doberman,Large,Female,9.0,Neutered,Very Active,Wet food,Blue Buffalo,2.0,No,Yes,No,12.0,2.0,,3.0,57.0,Yes,Yes,30.84
7984,Rottweiler,Large,Female,7.0,Neutered,Moderate,Hard food,Royal Canin,3.0,Yes,No,No,13.0,1.0,Moderate,,58.0,,Yes,18.6
7985,Siberian Husky,Medium,Male,7.0,,Low,Home cooked,Special,2.0,No,Yes,No,11.0,1.0,Moderate,3.0,66.0,Yes,Yes,29.03
7986,,,Male,10.0,,Active,Wet food,Nutro,3.0,,Yes,No,11.0,2.0,Low,2.0,50.0,Yes,No,16.78
7987,Yorkshire Terrier,Small,Female,6.0,,Moderate,Special diet,Purina,3.0,Yes,Yes,Yes,12.0,1.0,Moderate,0.0,61.0,Yes,No,15.42
7988,German Shepherd,Large,Female,12.0,Spayed,Very Active,Home cooked,Special,2.0,No,No,No,12.0,4.0,,1.0,98.0,Yes,Yes,17.69
7989,Chihuahua,Small,Male,6.0,,Low,Home cooked,Special,3.0,No,Yes,No,11.0,3.0,Low,4.0,84.0,Yes,Yes,25.85
7990,Dachshund,Small,Female,2.0,,,Home cooked,Special,3.0,Yes,No,No,13.0,1.0,Active,3.0,66.0,Yes,Yes,28.58
7991,Great Dane,Large,Male,12.0,,,Home cooked,Special,1.0,No,No,No,12.0,1.0,Low,2.0,75.0,Yes,Yes,16.33
7992,Chihuahua,,Male,8.0,Neutered,Moderate,Wet food,Pedigree,5.0,No,Yes,,11.0,2.0,Low,1.0,60.0,Yes,Yes,26.31
7993,Golden Retriever,Large,Male,3.0,Neutered,Very Active,Special diet,Pedigree,3.0,No,No,No,12.0,,Very Active,3.0,44.0,Yes,Yes,35.38
7994,Doberman,Large,Female,10.0,Spayed,Active,Wet food,Pedigree,3.0,No,No,No,10.0,0.0,Very Active,4.0,74.0,Yes,Yes,14.51
7995,Great Dane,Large,Male,6.0,Spayed,Low,Special diet,Iams,,Yes,No,No,12.0,1.0,Low,2.0,98.0,Yes,Yes,30.39
7996,Boxer,Medium,Male,1.0,,,Special diet,Hill's Science,1.0,Yes,Yes,No,8.0,2.0,Very Active,0.0,46.0,Yes,No,29.94
7997,Dachshund,Small,Male,8.0,Spayed,Active,Hard food,Nutro,1.0,No,Yes,No,12.0,1.0,,0.0,78.0,Yes,Yes,25.85
7998,,Small,Male,8.0,Neutered,Moderate,Wet food,Purina,4.0,No,No,No,13.0,2.0,Moderate,1.0,63.0,Yes,Yes,24.49
7999,,Small,Male,3.0,Spayed,Very Active,Home cooked,Special,2.0,No,Yes,No,12.0,1.0,Low,3.0,48.0,Yes,Yes,29.03
8000,,Large,Female,12.0,,Moderate,Home cooked,Special,1.0,No,No,No,9.0,1.0,Moderate,1.0,59.0,Yes,Yes,30.84
8001,Doberman,,Male,12.0,Neutered,Very Active,Special diet,Iams,3.0,No,No,No,10.0,2.0,,2.0,60.0,Yes,Yes,23.13
8002,Rottweiler,Large,Male,2.0,Neutered,Low,Home cooked,Special,5.0,Yes,Yes,No,12.0,1.0,Moderate,1.0,68.0,Yes,Yes,30.84
8003,German Shepherd,Large,Male,10.0,,,Hard food,Wellness,3.0,No,Yes,No,10.0,1.0,,3.0,64.0,Yes,No,28.12
8004,Golden Retriever,Large,Male,13.0,,Active,Special diet,Blue Buffalo,1.0,Yes,Yes,No,,0.0,Low,4.0,45.0,Yes,Yes,26.31
8005,Chihuahua,Small,Male,12.0,,Very Active,Home cooked,Special,2.0,Yes,No,Yes,11.0,1.0,Active,1.0,69.0,Yes,Yes,17.24
8006,Siberian Husky,Medium,Male,9.0,,Active,Home cooked,Special,6.0,Yes,Yes,No,12.0,1.0,Very Active,0.0,67.0,Yes,Yes,27.22
8007,Great Dane,Large,Female,9.0,,Moderate,Home cooked,Special,3.0,Yes,Yes,No,12.0,2.0,Very Active,1.0,78.0,Yes,No,25.85
8008,Beagle,Small,Male,1.0,,Moderate,Special diet,Wellness,8.0,Yes,Yes,No,13.0,1.0,Low,1.0,53.0,Yes,No,13.61
8009,Golden Retriever,,Female,3.0,,,Special diet,Wellness,,No,Yes,No,14.0,2.0,Moderate,1.0,90.0,Yes,Yes,17.24
8010,Great Dane,Large,Male,9.0,Spayed,Very Active,Special diet,Pedigree,2.0,Yes,Yes,No,8.0,1.0,,1.0,59.0,Yes,Yes,19.5
8011,Beagle,Small,Female,9.0,Spayed,Low,Special diet,Pedigree,3.0,Yes,No,No,,2.0,Active,1.0,59.0,Yes,,
8012,Labrador Retriever,Large,Female,10.0,,Moderate,Home cooked,Special,2.0,Yes,No,No,9.0,0.0,Moderate,2.0,75.0,Yes,Yes,29.48
8013,Chihuahua,Small,Male,8.0,Neutered,Moderate,Special diet,Nutro,3.0,No,Yes,Yes,11.0,1.0,Very Active,0.0,46.0,Yes,No,19.05
8014,Chihuahua,Small,Male,6.0,Spayed,Moderate,Hard food,Royal Canin,5.0,No,No,No,9.0,2.0,Low,3.0,67.0,Yes,Yes,22.68
8015,Labrador Retriever,Large,Female,11.0,Spayed,,Special diet,Royal Canin,4.0,Yes,No,No,8.0,0.0,Active,2.0,30.0,Yes,Yes,12.25
8016,Siberian Husky,Medium,Male,10.0,Spayed,Very Active,Wet food,Purina,2.0,No,No,No,12.0,1.0,Very Active,1.0,47.0,Yes,Yes,13.15
8017,Australian Shepherd,Medium,Female,5.0,Spayed,Low,Hard food,Purina,3.0,No,Yes,No,10.0,1.0,Low,0.0,80.0,Yes,No,33.57
8018,Australian Shepherd,Medium,,3.0,Neutered,Very Active,Hard food,Hill's Science,2.0,No,Yes,No,12.0,2.0,,2.0,65.0,,Yes,16.78
8019,German Shepherd,Large,Male,12.0,,,Special diet,Wellness,4.0,Yes,Yes,No,12.0,3.0,,1.0,74.0,Yes,Yes,24.49
8020,Chihuahua,Small,Female,10.0,Spayed,Low,Hard food,Nutro,0.0,,No,No,12.0,1.0,Active,1.0,75.0,Yes,Yes,20.41
8021,Bulldog,Medium,Female,6.0,Neutered,Low,Home cooked,Special,1.0,No,No,No,11.0,2.0,Low,2.0,67.0,Yes,Yes,25.4
8022,Boxer,Medium,Male,2.0,Neutered,Very Active,Special diet,Pedigree,3.0,No,,No,12.0,,,0.0,61.0,Yes,Yes,25.85
8023,Dachshund,Small,Female,6.0,,Moderate,Wet food,,5.0,Yes,No,No,9.0,2.0,Active,1.0,76.0,Yes,Yes,20.41
8024,Chihuahua,Small,Female,4.0,,Moderate,Hard food,Iams,2.0,No,No,No,9.0,1.0,,1.0,60.0,Yes,Yes,31.75
8025,Doberman,Large,Male,5.0,Spayed,Moderate,Home cooked,Special,4.0,Yes,Yes,No,10.0,2.0,Active,2.0,50.0,Yes,Yes,27.67
8026,Poodle,Small,Female,12.0,Spayed,,Wet food,Hill's Science,5.0,Yes,Yes,No,12.0,0.0,Very Active,0.0,68.0,Yes,No,10.89
8027,Boxer,Medium,Male,9.0,Neutered,,Wet food,Wellness,1.0,No,No,No,11.0,2.0,Moderate,2.0,64.0,Yes,Yes,16.78
8028,Boxer,,Male,3.0,Spayed,Low,Wet food,Purina,1.0,Yes,No,No,13.0,1.0,Very Active,0.0,55.0,Yes,Yes,23.13
8029,,Medium,Female,2.0,,Very Active,Wet food,Blue Buffalo,2.0,No,Yes,No,10.0,1.0,Active,0.0,70.0,Yes,No,
8030,German Shepherd,Large,Male,3.0,Neutered,Active,Hard food,Blue Buffalo,2.0,Yes,No,No,11.0,3.0,,1.0,61.0,Yes,Yes,36.29
8031,German Shepherd,Large,Female,11.0,Spayed,,,Wellness,3.0,No,Yes,No,11.0,3.0,Low,1.0,63.0,Yes,No,15.88
8032,Siberian Husky,Medium,Female,10.0,Neutered,Moderate,Wet food,Nutro,2.0,Yes,No,,10.0,0.0,Low,2.0,68.0,Yes,Yes,28.58
8033,Beagle,Small,Male,8.0,Spayed,Moderate,Special diet,,2.0,No,No,No,9.0,2.0,Active,0.0,58.0,Yes,Yes,
8034,Poodle,Small,Male,8.0,Spayed,Active,Wet food,Wellness,2.0,No,No,No,13.0,1.0,Very Active,1.0,64.0,Yes,Yes,23.13
8035,Bulldog,Medium,Female,13.0,Neutered,Low,Special diet,Pedigree,5.0,No,Yes,No,10.0,2.0,,2.0,75.0,Yes,Yes,21.32
8036,Great Dane,Large,Female,1.0,,Low,Home cooked,Special,3.0,Yes,No,No,9.0,3.0,,1.0,43.0,,,22.23
8037,Labrador Retriever,Large,Male,9.0,Spayed,Low,Home cooked,Special,2.0,Yes,No,No,9.0,2.0,,0.0,43.0,Yes,Yes,17.24
8038,Great Dane,Large,Female,7.0,Neutered,Active,Home cooked,Special,1.0,No,Yes,,11.0,2.0,,3.0,44.0,Yes,Yes,25.85
8039,Poodle,Small,Female,11.0,Spayed,Moderate,Special diet,Hill's Science,2.0,Yes,Yes,No,10.0,2.0,,3.0,49.0,Yes,Yes,21.32
8040,Poodle,Small,Female,4.0,,Low,Home cooked,Special,1.0,No,Yes,No,14.0,2.0,Moderate,2.0,57.0,Yes,Yes,32.66
8041,Siberian Husky,Medium,Female,10.0,Spayed,Active,Hard food,,2.0,,No,No,12.0,2.0,Very Active,2.0,76.0,Yes,Yes,14.97
8042,Great Dane,Large,Male,7.0,Spayed,Very Active,Home cooked,Special,3.0,Yes,No,No,10.0,3.0,,2.0,54.0,Yes,Yes,24.95
8043,Siberian Husky,Medium,Male,,Neutered,Active,Hard food,Wellness,4.0,Yes,No,No,13.0,3.0,Low,0.0,35.0,Yes,No,10.89
8044,German Shepherd,Large,Male,1.0,Spayed,Low,Home cooked,Special,3.0,No,Yes,No,10.0,1.0,Low,0.0,73.0,Yes,No,21.77
8045,Dachshund,Small,Male,8.0,Neutered,,Wet food,Iams,2.0,Yes,Yes,No,12.0,2.0,Very Active,4.0,36.0,Yes,Yes,17.24
8046,Doberman,Large,Male,7.0,Neutered,Very Active,Hard food,Nutro,2.0,No,No,No,10.0,1.0,Moderate,1.0,60.0,Yes,Yes,24.49
8047,Beagle,Small,Male,3.0,,Low,Home cooked,Special,2.0,No,Yes,No,13.0,1.0,Very Active,2.0,89.0,Yes,Yes,18.6
8048,Chihuahua,Small,Male,9.0,,Active,Special diet,Royal Canin,5.0,Yes,Yes,No,9.0,2.0,Low,2.0,68.0,Yes,Yes,33.11
8049,German Shepherd,Large,Female,5.0,Spayed,Moderate,Wet food,,2.0,No,Yes,No,10.0,2.0,Low,0.0,57.0,Yes,No,23.13
8050,,Small,Male,8.0,Spayed,Moderate,Hard food,Hill's Science,5.0,,Yes,No,12.0,2.0,,0.0,36.0,Yes,No,15.42
8051,Dachshund,Small,Female,9.0,,Low,Hard food,Blue Buffalo,1.0,No,No,No,9.0,2.0,Low,0.0,45.0,Yes,No,21.77
8052,Australian Shepherd,Medium,Female,4.0,Spayed,Active,Home cooked,Special,3.0,No,Yes,No,9.0,1.0,Moderate,4.0,31.0,Yes,Yes,14.06
8053,Poodle,Small,Male,11.0,Spayed,Active,Special diet,Iams,2.0,No,No,No,11.0,2.0,Moderate,2.0,50.0,Yes,Yes,29.94
8054,Beagle,Small,Male,1.0,,Moderate,Hard food,Hill's Science,1.0,No,Yes,No,10.0,0.0,Active,1.0,85.0,Yes,No,23.13
8055,Golden Retriever,Large,Female,13.0,Neutered,,Home cooked,Special,0.0,Yes,No,No,9.0,2.0,Active,0.0,71.0,Yes,Yes,16.33
8056,Beagle,Small,Male,3.0,,,Hard food,Wellness,1.0,No,Yes,No,13.0,2.0,Low,3.0,71.0,Yes,No,20.87
8057,Doberman,Large,Male,5.0,Neutered,Moderate,Home cooked,Special,4.0,Yes,No,No,13.0,2.0,,3.0,61.0,Yes,Yes,27.67
8058,Chihuahua,Small,Female,13.0,Neutered,Moderate,Wet food,Iams,4.0,No,Yes,No,11.0,0.0,,3.0,82.0,Yes,No,28.12
8059,Golden Retriever,Large,Female,12.0,Neutered,Very Active,Wet food,Pedigree,1.0,Yes,No,No,11.0,1.0,Moderate,2.0,89.0,Yes,Yes,24.04
8060,Australian Shepherd,Medium,Female,1.0,Spayed,Moderate,Hard food,Wellness,5.0,Yes,No,No,13.0,1.0,,0.0,49.0,Yes,No,19.05
8061,Bulldog,Medium,Female,10.0,Neutered,Active,Home cooked,Special,1.0,No,Yes,No,12.0,2.0,Low,1.0,45.0,Yes,Yes,35.38
8062,Boxer,Medium,Male,5.0,,,Special diet,Blue Buffalo,3.0,Yes,Yes,No,14.0,2.0,Moderate,0.0,76.0,Yes,No,16.33
8063,Bulldog,Medium,,9.0,Spayed,Low,Home cooked,Special,0.0,No,No,No,14.0,1.0,Active,0.0,49.0,Yes,Yes,24.95
8064,Labrador Retriever,Large,Male,4.0,Neutered,Low,Hard food,,2.0,Yes,No,No,11.0,1.0,Very Active,1.0,66.0,Yes,Yes,14.97
8065,Bulldog,Medium,Male,1.0,Spayed,Very Active,Special diet,Royal Canin,2.0,No,No,Yes,12.0,0.0,,3.0,34.0,Yes,Yes,19.05
8066,Golden Retriever,Large,Male,8.0,Spayed,Very Active,Special diet,Hill's Science,2.0,Yes,Yes,No,9.0,1.0,Very Active,2.0,46.0,,Yes,22.68
8067,Yorkshire Terrier,Small,Male,8.0,Neutered,Moderate,Home cooked,Special,3.0,No,No,No,10.0,1.0,,1.0,43.0,Yes,Yes,29.03
8068,Poodle,Small,Female,7.0,Spayed,Active,Special diet,Wellness,2.0,No,Yes,No,10.0,4.0,Active,4.0,68.0,Yes,Yes,42.18
8069,Labrador Retriever,Large,Female,9.0,Spayed,Very Active,Home cooked,Special,3.0,No,Yes,No,,1.0,Very Active,1.0,53.0,Yes,Yes,15.42
8070,Rottweiler,Large,Female,8.0,,Very Active,Home cooked,Special,0.0,Yes,No,No,12.0,3.0,,0.0,70.0,Yes,Yes,26.31
8071,Dachshund,Small,Female,1.0,Spayed,Low,Special diet,Hill's Science,4.0,No,No,No,8.0,1.0,Very Active,1.0,30.0,Yes,Yes,17.24
8072,Poodle,Small,Female,4.0,Neutered,Low,Wet food,Iams,3.0,Yes,Yes,No,10.0,2.0,Very Active,2.0,72.0,Yes,Yes,27.67
8073,Beagle,Small,Male,5.0,Spayed,Active,Home cooked,Special,2.0,,Yes,No,11.0,1.0,Active,0.0,66.0,Yes,Yes,18.6
8074,Bulldog,Medium,Female,11.0,,Active,Wet food,Hill's Science,4.0,No,Yes,No,12.0,0.0,Very Active,1.0,60.0,Yes,No,17.24
8075,Dachshund,Small,Male,10.0,Spayed,Active,Wet food,Royal Canin,2.0,No,Yes,No,10.0,4.0,Moderate,2.0,72.0,Yes,Yes,25.85
8076,Labrador Retriever,Large,Female,7.0,Spayed,,Home cooked,Special,4.0,Yes,Yes,No,8.0,2.0,Active,2.0,43.0,Yes,Yes,26.76
8077,Boxer,Medium,Male,6.0,,,Special diet,Hill's Science,2.0,Yes,No,No,11.0,3.0,Moderate,2.0,72.0,Yes,Yes,16.33
8078,Dachshund,Small,Male,3.0,,,Hard food,Hill's Science,3.0,No,Yes,No,9.0,2.0,Active,2.0,76.0,Yes,No,38.56
8079,Boxer,Medium,Female,3.0,,,Home cooked,Special,3.0,No,No,No,11.0,2.0,Active,4.0,46.0,Yes,Yes,33.57
8080,Australian Shepherd,Medium,Male,10.0,Neutered,,Home cooked,Special,4.0,Yes,No,No,12.0,2.0,Active,2.0,55.0,Yes,Yes,30.39
8081,Beagle,Small,Female,9.0,,Low,Special diet,Wellness,3.0,Yes,No,No,9.0,2.0,Active,0.0,66.0,Yes,No,24.95
8082,Doberman,Large,Male,1.0,,,Wet food,Pedigree,3.0,No,No,No,11.0,1.0,Active,1.0,45.0,Yes,No,30.84
8083,Labrador Retriever,Large,Female,6.0,Spayed,,Special diet,Royal Canin,4.0,No,No,No,13.0,3.0,Low,0.0,79.0,Yes,Yes,11.34
8084,Dachshund,Small,Female,11.0,,Active,Wet food,Blue Buffalo,2.0,No,No,No,14.0,3.0,Active,1.0,38.0,Yes,Yes,26.76
8085,Great Dane,Large,Female,10.0,Spayed,Active,Hard food,Purina,2.0,No,Yes,No,12.0,2.0,Moderate,0.0,47.0,Yes,No,18.14
8086,Dachshund,Small,Male,6.0,Spayed,,Wet food,Purina,3.0,No,No,No,9.0,2.0,Low,3.0,54.0,Yes,Yes,9.98
8087,Doberman,Large,,9.0,,Moderate,Home cooked,Special,2.0,No,Yes,No,11.0,3.0,Low,1.0,57.0,Yes,No,17.69
8088,Doberman,Large,Male,5.0,Spayed,Low,Wet food,Iams,,Yes,Yes,No,12.0,3.0,Moderate,0.0,93.0,Yes,No,23.13
8089,Doberman,Large,Female,10.0,Spayed,,Special diet,Iams,1.0,No,Yes,No,10.0,3.0,Active,4.0,83.0,Yes,Yes,17.69
8090,Siberian Husky,Medium,Female,12.0,,,Home cooked,Special,4.0,No,Yes,No,13.0,2.0,Low,0.0,100.0,Yes,No,14.06
8091,Dachshund,Small,Female,8.0,Neutered,Active,Hard food,Royal Canin,5.0,No,No,,9.0,2.0,Active,1.0,61.0,Yes,Yes,18.6
8092,Golden Retriever,,Male,9.0,Spayed,Low,,Royal Canin,2.0,Yes,No,No,14.0,1.0,,2.0,65.0,Yes,No,9.07
8093,Bulldog,Medium,Female,4.0,,Very Active,Home cooked,Special,1.0,,Yes,No,11.0,1.0,Moderate,1.0,30.0,Yes,Yes,25.85
8094,Boxer,Medium,Male,1.0,,Very Active,Hard food,Royal Canin,6.0,Yes,No,No,13.0,1.0,Active,1.0,58.0,Yes,,21.77
8095,Bulldog,Medium,Male,6.0,Spayed,Low,Wet food,Hill's Science,5.0,No,Yes,No,12.0,2.0,,0.0,74.0,Yes,No,24.95
8096,Beagle,Small,Male,3.0,Neutered,Very Active,Special diet,Iams,4.0,No,Yes,No,11.0,2.0,Active,2.0,66.0,Yes,Yes,18.6
8097,Poodle,Small,Female,11.0,,Active,Wet food,Iams,2.0,No,No,No,14.0,,Active,1.0,,Yes,Yes,27.67
8098,Chihuahua,Small,Male,7.0,Neutered,Moderate,Home cooked,Special,0.0,No,No,No,11.0,2.0,Low,0.0,75.0,Yes,Yes,18.6
8099,Great Dane,Large,Female,9.0,Spayed,Low,Wet food,Pedigree,3.0,No,Yes,No,11.0,,Very Active,0.0,59.0,Yes,No,34.93
8100,Boxer,Medium,Male,7.0,Spayed,,Hard food,Blue Buffalo,1.0,Yes,Yes,No,13.0,1.0,,0.0,67.0,Yes,No,21.77
8101,Beagle,Small,Female,13.0,Neutered,Active,Home cooked,Special,0.0,Yes,Yes,No,12.0,2.0,Low,1.0,93.0,Yes,Yes,4.54
8102,Dachshund,Small,Male,11.0,Spayed,,Wet food,Pedigree,,No,No,No,10.0,2.0,Low,0.0,80.0,Yes,No,28.12
8103,Bulldog,Medium,Female,8.0,Spayed,Low,Special diet,Nutro,3.0,Yes,Yes,No,11.0,2.0,Low,0.0,59.0,Yes,Yes,14.51
8104,Golden Retriever,Large,Male,6.0,Neutered,Low,Wet food,Nutro,,Yes,Yes,No,10.0,2.0,Low,3.0,57.0,Yes,Yes,26.31
8105,Poodle,Small,Male,6.0,Neutered,Very Active,Special diet,Blue Buffalo,0.0,No,No,No,10.0,1.0,Low,3.0,55.0,Yes,Yes,13.61
8106,Boxer,Medium,Female,11.0,,Very Active,,Special,2.0,No,No,No,12.0,1.0,Moderate,3.0,55.0,Yes,Yes,22.68
8107,Doberman,Large,Female,5.0,,Active,Hard food,Pedigree,4.0,Yes,Yes,No,10.0,1.0,Low,3.0,52.0,Yes,Yes,22.23
8108,Rottweiler,Large,Male,4.0,Neutered,Moderate,Home cooked,Special,1.0,No,No,No,8.0,1.0,Moderate,1.0,47.0,Yes,Yes,11.79
8109,Chihuahua,,Female,11.0,,Low,Special diet,Royal Canin,6.0,No,Yes,No,12.0,1.0,,0.0,45.0,Yes,No,16.78
8110,Doberman,Large,Female,,Neutered,Moderate,Hard food,Pedigree,4.0,Yes,Yes,No,13.0,2.0,Low,0.0,50.0,Yes,No,10.89
8111,Beagle,Small,Female,9.0,Neutered,Very Active,Wet food,Wellness,3.0,No,No,No,12.0,2.0,Very Active,2.0,68.0,Yes,Yes,28.58
8112,Dachshund,Small,Male,2.0,Spayed,Moderate,Hard food,Blue Buffalo,2.0,No,No,No,9.0,3.0,Moderate,1.0,65.0,Yes,Yes,21.32
8113,Labrador Retriever,Large,Male,,Neutered,Moderate,Wet food,Iams,3.0,No,Yes,,11.0,1.0,Low,2.0,,Yes,No,20.87
8114,Poodle,Small,Female,10.0,,,Special diet,Purina,2.0,Yes,Yes,No,12.0,2.0,,0.0,64.0,Yes,No,37.65
8115,Beagle,Small,Female,1.0,Neutered,Very Active,Special diet,Purina,1.0,No,Yes,No,11.0,0.0,Low,0.0,62.0,Yes,Yes,11.34
8116,,Large,Female,7.0,Spayed,Moderate,Hard food,,2.0,No,No,No,13.0,2.0,,3.0,60.0,Yes,Yes,14.51
8117,Yorkshire Terrier,Small,Female,3.0,,Very Active,Wet food,Pedigree,2.0,No,Yes,No,10.0,1.0,Low,2.0,60.0,Yes,Yes,14.51
8118,Golden Retriever,Large,Female,11.0,,Low,Hard food,Blue Buffalo,,No,No,No,12.0,2.0,Low,4.0,,Yes,No,25.4
8119,Siberian Husky,Medium,Male,13.0,,Active,Special diet,,0.0,Yes,No,No,13.0,2.0,Moderate,,64.0,Yes,Yes,35.83
8120,Australian Shepherd,Medium,Female,10.0,Neutered,Moderate,Wet food,Hill's Science,1.0,Yes,No,,10.0,2.0,Moderate,1.0,67.0,Yes,No,27.22
8121,German Shepherd,Large,Male,3.0,Neutered,Low,Home cooked,Special,6.0,No,No,No,9.0,1.0,Moderate,0.0,54.0,Yes,Yes,30.39
8122,German Shepherd,Large,Male,3.0,Neutered,,Hard food,Hill's Science,0.0,Yes,Yes,No,12.0,2.0,,1.0,66.0,Yes,Yes,18.6
8123,Labrador Retriever,Large,Male,12.0,Neutered,Very Active,Wet food,Purina,0.0,No,Yes,No,11.0,1.0,Very Active,4.0,52.0,Yes,Yes,29.48
8124,Doberman,Large,,12.0,Spayed,Very Active,Special diet,Nutro,1.0,Yes,No,No,13.0,0.0,Low,0.0,77.0,Yes,Yes,24.49
8125,Australian Shepherd,Medium,Male,7.0,Spayed,Low,Home cooked,Special,4.0,No,Yes,No,14.0,1.0,,,50.0,Yes,Yes,25.4
8126,Bulldog,,Female,12.0,Spayed,Low,Wet food,Royal Canin,2.0,No,No,No,13.0,1.0,Active,0.0,62.0,Yes,No,18.14
8127,Boxer,Medium,,9.0,Spayed,Active,Home cooked,Special,2.0,No,No,No,13.0,1.0,,0.0,100.0,Yes,Yes,17.69
8128,Bulldog,Medium,Female,7.0,Spayed,,Special diet,Wellness,2.0,No,No,No,8.0,1.0,Very Active,1.0,49.0,Yes,Yes,26.31
8129,Siberian Husky,Medium,Male,12.0,Neutered,Active,Wet food,Wellness,4.0,Yes,Yes,No,12.0,1.0,Moderate,3.0,76.0,,Yes,19.5
8130,Australian Shepherd,Medium,Male,5.0,Neutered,Moderate,Home cooked,Special,3.0,No,Yes,No,9.0,4.0,Moderate,2.0,61.0,Yes,Yes,14.06
8131,Siberian Husky,Medium,Female,3.0,Neutered,,Wet food,Royal Canin,0.0,No,Yes,No,9.0,2.0,Very Active,2.0,65.0,Yes,Yes,29.48
8132,Beagle,Small,Male,13.0,,,Hard food,Royal Canin,7.0,No,No,No,11.0,3.0,Active,0.0,95.0,Yes,No,30.39
8133,Bulldog,Medium,Female,12.0,Spayed,Low,Special diet,Wellness,4.0,No,No,No,8.0,2.0,Moderate,1.0,70.0,Yes,Yes,14.06
8134,Dachshund,Small,,3.0,,Low,Hard food,Hill's Science,1.0,Yes,No,No,11.0,1.0,Moderate,0.0,55.0,Yes,Yes,28.58
8135,Labrador Retriever,Large,Female,1.0,,,Special diet,Nutro,,No,Yes,No,12.0,2.0,Active,2.0,62.0,Yes,No,29.03
8136,Bulldog,Medium,Female,6.0,Spayed,,Home cooked,Special,4.0,Yes,Yes,No,13.0,1.0,Moderate,3.0,55.0,Yes,Yes,25.4
8137,Great Dane,Large,Female,1.0,Neutered,,Home cooked,Special,2.0,No,Yes,No,11.0,4.0,Very Active,1.0,55.0,Yes,Yes,23.59
8138,Labrador Retriever,Large,Male,11.0,,Very Active,Home cooked,Special,6.0,No,Yes,No,8.0,0.0,,4.0,52.0,Yes,Yes,23.59
8139,Poodle,Small,Male,7.0,Spayed,Low,Home cooked,Special,0.0,No,No,No,10.0,1.0,,2.0,98.0,Yes,Yes,24.49
8140,Chihuahua,Small,Male,5.0,Spayed,Low,Hard food,Nutro,3.0,Yes,Yes,No,12.0,2.0,Low,1.0,59.0,Yes,Yes,34.47
8141,Rottweiler,,Female,11.0,,,Hard food,Iams,3.0,Yes,Yes,No,10.0,1.0,Low,4.0,49.0,Yes,No,24.95
8142,Boxer,Medium,Male,13.0,Neutered,Low,Hard food,Iams,2.0,No,No,No,12.0,1.0,Very Active,1.0,42.0,Yes,Yes,24.04
8143,Poodle,Small,Female,3.0,Spayed,Active,Home cooked,Special,5.0,No,No,No,10.0,1.0,Very Active,1.0,71.0,Yes,Yes,17.69
8144,Rottweiler,Large,Male,13.0,Spayed,Active,Hard food,Iams,3.0,Yes,No,No,13.0,1.0,Very Active,2.0,86.0,Yes,Yes,18.14
8145,Chihuahua,Small,Female,2.0,,Very Active,Hard food,Pedigree,3.0,Yes,No,No,13.0,2.0,Moderate,1.0,77.0,Yes,Yes,28.58
8146,Yorkshire Terrier,Small,Male,12.0,,Low,Home cooked,Special,,No,Yes,No,13.0,2.0,,2.0,47.0,Yes,No,20.87
8147,Australian Shepherd,Medium,Female,7.0,,Low,Home cooked,Special,3.0,Yes,Yes,No,10.0,2.0,Low,1.0,49.0,Yes,Yes,12.7
8148,Doberman,Large,Male,11.0,Spayed,Moderate,Wet food,Iams,4.0,No,No,No,12.0,0.0,Moderate,2.0,71.0,Yes,Yes,23.59
8149,Boxer,Medium,Female,6.0,,,Wet food,Nutro,3.0,Yes,No,No,10.0,3.0,,1.0,59.0,Yes,Yes,24.95
8150,Australian Shepherd,Medium,Male,8.0,Spayed,Moderate,Special diet,Purina,2.0,No,Yes,No,9.0,3.0,Moderate,3.0,52.0,Yes,Yes,28.58
8151,Yorkshire Terrier,Small,,5.0,,Moderate,Wet food,Purina,3.0,No,Yes,No,9.0,3.0,Moderate,1.0,,Yes,No,14.06
8152,Yorkshire Terrier,Small,Male,4.0,,Low,Home cooked,Special,0.0,No,No,No,13.0,0.0,Active,1.0,67.0,Yes,,
8153,Great Dane,Large,Male,3.0,Neutered,Low,,Pedigree,2.0,Yes,Yes,No,10.0,2.0,Low,2.0,54.0,Yes,Yes,33.11
