Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits,Weight (kg)
Labrador Retriever,Large,Female,5.0,Unknown,Very Active,2.0,11.0,2.0,1.0,29.94
Labrador Retriever,Large,Male,1.0,Spayed,Active,3.0,12.0,0.0,1.0,31.3
German Shepherd,Large,Female,2.0,Spayed,Very Active,3.0,10.0,0.0,0.0,29.94
Chihuahua,Small,Male,1.0,Neutered,Very Active,2.0,12.0,0.0,0.0,1.95
Australian Shepherd,Medium,Female,7.0,Spayed,Unknown,4.0,13.0,2.0,2.0,19.5
Golden Retriever,Large,Male,7.0,Neutered,Unknown,2.0,8.0,1.0,2.0,26.15
Poodle,Small,Male,9.0,Neutered,Active,2.0,11.0,1.0,2.0,27.67
German Shepherd,Large,Female,12.0,Spayed,Unknown,1.0,13.0,1.0,1.0,39.93
Boxer,Medium,Male,1.0,Unknown,Very Active,4.0,11.0,1.0,2.0,34.32
Siberian Husky,Medium,Male,4.0,Unknown,Low,0.0,10.0,1.0,2.0,16.17
Labrador Retriever,Large,Male,11.0,Unknown,Unknown,4.0,12.0,3.0,3.0,31.51
Siberian Husky,Medium,Female,8.0,Unknown,Moderate,1.0,8.0,1.0,0.0,21.77
Labrador Retriever,Large,Male,2.0,Unknown,Low,2.0,12.0,1.0,3.0,34.57
Labrador Retriever,Large,Male,13.0,Neutered,Very Active,2.0,9.0,3.0,0.0,31.71
Golden Retriever,Large,Unknown,6.0,Spayed,Moderate,3.0,10.0,3.0,2.0,31.95
Beagle,Small,Female,6.0,Neutered,Active,3.0,12.0,1.0,0.0,12.44
Labrador Retriever,Large,Male,3.0,Unknown,Moderate,5.0,11.0,3.0,1.0,25.31
German Shepherd,Large,Male,7.0,Unknown,Very Active,4.0,11.0,0.0,1.0,23.84
Rottweiler,Large,Unknown,12.0,Spayed,Unknown,3.0,11.0,2.0,2.0,52.73
Poodle,Small,Male,4.0,Spayed,Low,5.0,11.0,3.0,2.0,28.58
Boxer,Medium,Male,9.0,Spayed,Very Active,2.0,12.0,2.0,3.0,26.76
Doberman,Large,Male,2.0,Neutered,Low,0.0,10.0,2.0,1.0,37.17
Siberian Husky,Medium,Female,6.0,Spayed,Unknown,2.0,12.0,3.0,1.0,22.8
Siberian Husky,Medium,Female,2.0,Spayed,Low,3.0,10.0,0.0,4.0,26.31
German Shepherd,Large,Male,9.0,Spayed,Active,3.0,9.0,2.0,2.0,22.68
Siberian Husky,Medium,Female,3.0,Spayed,Very Active,4.0,13.0,1.0,2.0,22.68
Great Dane,Large,Male,6.0,Spayed,Active,2.0,12.0,3.0,3.0,45.48
Australian Shepherd,Medium,Male,3.0,Neutered,Active,3.0,13.0,1.0,0.0,24.62
Beagle,Small,Female,8.0,Unknown,Active,6.0,9.0,1.0,3.0,13.61
Golden Retriever,Large,Male,10.0,Unknown,Very Active,3.0,10.0,3.0,2.0,30.34
Bulldog,Medium,Unknown,13.0,Spayed,Moderate,0.0,13.0,1.0,1.0,18.14
Beagle,Small,Female,2.0,Neutered,Moderate,3.0,11.0,2.0,1.0,11.77
Labrador Retriever,Large,Female,5.0,Neutered,Moderate,4.0,10.0,0.0,4.0,33.0
Bulldog,Medium,Male,1.0,Neutered,Unknown,2.0,12.0,0.0,1.0,24.83
Dachshund,Small,Male,12.0,Neutered,Unknown,4.0,11.0,3.0,0.0,8.71
Rottweiler,Large,Male,3.0,Spayed,Moderate,3.0,10.0,2.0,0.0,36.89
Unknown,Large,Female,9.0,Neutered,Low,2.0,10.0,2.0,3.0,30.39
Boxer,Medium,Female,8.0,Unknown,Low,2.0,11.0,2.0,1.0,29.08
Great Dane,Large,Female,7.0,Unknown,Moderate,2.0,11.0,2.0,1.0,51.01
Poodle,Small,Male,7.0,Unknown,Unknown,0.0,12.0,3.0,1.0,24.95
Bulldog,Medium,Female,9.0,Spayed,Very Active,0.0,13.0,2.0,2.0,21.77
Australian Shepherd,Medium,Female,8.0,Spayed,Unknown,2.0,13.0,1.0,2.0,18.14
Siberian Husky,Medium,Female,5.0,Neutered,Moderate,2.0,12.0,0.0,4.0,22.44
Poodle,Small,Male,2.0,Neutered,Unknown,1.0,11.0,3.0,0.0,23.13
Golden Retriever,Large,Female,2.0,Spayed,Unknown,2.0,12.0,2.0,3.0,25.07
Bulldog,Medium,Female,13.0,Unknown,Very Active,7.0,11.0,2.0,2.0,22.46
Labrador Retriever,Large,Male,8.0,Spayed,Very Active,4.0,11.0,4.0,3.0,28.12
Rottweiler,Large,Female,4.0,Neutered,Active,2.0,8.0,4.0,2.0,36.65
Bulldog,Medium,Male,5.0,Neutered,Unknown,2.0,12.0,2.0,2.0,19.04
Poodle,Small,Male,1.0,Neutered,Active,2.0,12.0,1.0,1.0,24.49
Siberian Husky,Medium,Male,12.0,Spayed,Very Active,1.0,13.0,1.0,0.0,25.85
Siberian Husky,Medium,Male,6.0,Neutered,Low,6.0,13.0,1.0,2.0,25.4
Yorkshire Terrier,Small,Female,6.0,Unknown,Active,6.0,12.0,4.0,2.0,2.73
Labrador Retriever,Large,Male,5.0,Unknown,Active,3.0,13.0,1.0,1.0,27.5
Labrador Retriever,Large,Male,4.0,Neutered,Moderate,3.0,14.0,2.0,1.0,35.2
Siberian Husky,Medium,Female,8.0,Neutered,Very Active,1.0,13.0,2.0,0.0,16.42
Siberian Husky,Medium,Female,11.0,Neutered,Unknown,5.0,12.0,2.0,2.0,23.13
Golden Retriever,Large,Male,1.0,Unknown,Active,1.0,8.0,2.0,3.0,32.91
Siberian Husky,Medium,Unknown,12.0,Spayed,Very Active,2.0,14.0,2.0,1.0,24.81
Boxer,Medium,Female,4.0,Spayed,Very Active,0.0,11.0,2.0,0.0,33.75
Yorkshire Terrier,Small,Female,12.0,Spayed,Very Active,1.0,8.0,2.0,2.0,2.18
Boxer,Medium,Female,7.0,Unknown,Moderate,4.0,10.0,2.0,2.0,25.91
Dachshund,Small,Male,13.0,Neutered,Low,0.0,11.0,0.0,2.0,4.87
Rottweiler,Large,Female,8.0,Spayed,Active,1.0,13.0,3.0,3.0,53.42
Australian Shepherd,Medium,Male,9.0,Spayed,Very Active,2.0,12.0,0.0,1.0,21.32
Poodle,Small,Female,1.0,Spayed,Low,4.0,11.0,0.0,3.0,23.59
Siberian Husky,Medium,Female,13.0,Neutered,Moderate,4.0,9.0,2.0,2.0,24.49
Unknown,Large,Male,3.0,Spayed,Active,2.0,9.0,1.0,4.0,11.34
Unknown,Large,Male,9.0,Neutered,Unknown,3.0,10.0,2.0,1.0,28.58
Poodle,Small,Male,2.0,Unknown,Moderate,1.0,8.0,1.0,3.0,21.32
Dachshund,Small,Female,13.0,Spayed,Moderate,2.0,12.0,3.0,4.0,8.02
Yorkshire Terrier,Small,Male,11.0,Unknown,Active,2.0,10.0,4.0,3.0,4.75
Labrador Retriever,Large,Female,6.0,Neutered,Unknown,2.0,10.0,1.0,1.0,29.71
German Shepherd,Large,Male,6.0,Spayed,Moderate,5.0,13.0,1.0,3.0,28.12
Great Dane,Large,Female,12.0,Spayed,Very Active,1.0,14.0,2.0,0.0,72.65
German Shepherd,Large,Female,3.0,Spayed,Unknown,3.0,13.0,1.0,1.0,24.04
Bulldog,Medium,Male,12.0,Unknown,Unknown,4.0,8.0,1.0,1.0,21.77
German Shepherd,Unknown,Male,13.0,Unknown,Active,2.0,11.0,2.0,2.0,30.84
German Shepherd,Large,Male,12.0,Spayed,Very Active,1.0,10.0,2.0,2.0,27.81
Doberman,Large,Male,11.0,Neutered,Active,3.0,13.0,1.0,2.0,44.78
Golden Retriever,Large,Female,5.0,Unknown,Unknown,3.0,12.0,1.0,2.0,29.36
Australian Shepherd,Medium,Female,11.0,Neutered,Low,4.0,10.0,1.0,3.0,20.41
Australian Shepherd,Medium,Female,11.0,Spayed,Moderate,3.0,10.0,1.0,0.0,20.75
Golden Retriever,Large,Female,9.0,Neutered,Very Active,4.0,11.0,2.0,1.0,31.64
Rottweiler,Large,Male,7.0,Neutered,Very Active,2.0,11.0,0.0,1.0,52.55
Boxer,Medium,Female,2.0,Unknown,Low,2.0,9.0,1.0,4.0,29.48
Rottweiler,Large,Female,7.0,Unknown,Moderate,4.0,9.0,1.0,1.0,37.33
Dachshund,Small,Male,8.0,Neutered,Unknown,3.0,10.0,2.0,2.0,4.46
Great Dane,Large,Female,10.0,Neutered,Very Active,0.0,11.0,1.0,0.0,64.82
Golden Retriever,Large,Male,5.0,Unknown,Active,0.0,9.0,2.0,0.0,27.44
Beagle,Small,Female,4.0,Unknown,Unknown,3.0,13.0,2.0,2.0,11.51
Poodle,Small,Male,12.0,Spayed,Very Active,4.0,10.0,2.0,1.0,19.5
Chihuahua,Small,Female,8.0,Neutered,Unknown,1.0,11.0,2.0,1.0,1.84
Chihuahua,Unknown,Male,4.0,Unknown,Very Active,5.0,9.0,4.0,2.0,2.45
Siberian Husky,Medium,Male,12.0,Neutered,Low,4.0,11.0,3.0,1.0,22.13
Siberian Husky,Medium,Female,1.0,Unknown,Moderate,2.0,12.0,0.0,1.0,18.6
Siberian Husky,Medium,Male,7.0,Unknown,Low,4.0,10.0,1.0,3.0,19.49
Poodle,Small,Male,1.0,Unknown,Very Active,4.0,13.0,1.0,0.0,22.68
Dachshund,Small,Female,12.0,Neutered,Low,4.0,11.0,1.0,0.0,4.43
Great Dane,Large,Female,6.0,Neutered,Very Active,4.0,10.0,1.0,2.0,73.42
Bulldog,Medium,Female,5.0,Neutered,Low,2.0,10.0,1.0,2.0,24.01
Australian Shepherd,Medium,Male,2.0,Spayed,Unknown,2.0,10.0,0.0,1.0,24.99
Bulldog,Medium,Male,13.0,Neutered,Low,1.0,11.0,1.0,3.0,22.3
Chihuahua,Small,Male,3.0,Neutered,Very Active,4.0,8.0,2.0,1.0,3.69
German Shepherd,Large,Male,12.0,Unknown,Moderate,6.0,11.0,2.0,2.0,36.16
Great Dane,Large,Female,12.0,Neutered,Moderate,4.0,13.0,3.0,1.0,70.38
Golden Retriever,Large,Female,4.0,Spayed,Low,2.0,11.0,1.0,1.0,26.31
Chihuahua,Small,Female,2.0,Neutered,Low,4.0,13.0,1.0,1.0,2.52
Dachshund,Small,Male,4.0,Neutered,Very Active,2.0,11.0,2.0,0.0,6.82
Great Dane,Large,Male,2.0,Spayed,Active,4.0,10.0,2.0,0.0,48.72
Dachshund,Small,Female,1.0,Unknown,Moderate,1.0,13.0,2.0,1.0,7.03
Australian Shepherd,Medium,Male,2.0,Neutered,Moderate,6.0,11.0,1.0,0.0,27.67
Rottweiler,Large,Female,3.0,Spayed,Very Active,3.0,12.0,2.0,0.0,40.21
Doberman,Large,Male,1.0,Unknown,Very Active,3.0,12.0,0.0,1.0,28.86
Australian Shepherd,Medium,Female,6.0,Neutered,Low,4.0,10.0,2.0,3.0,23.13
Great Dane,Large,Female,13.0,Spayed,Moderate,3.0,10.0,4.0,0.0,62.69
Beagle,Small,Female,7.0,Unknown,Moderate,5.0,11.0,1.0,1.0,14.23
Golden Retriever,Large,Female,10.0,Unknown,Active,3.0,12.0,2.0,1.0,30.16
Rottweiler,Large,Female,7.0,Neutered,Unknown,4.0,9.0,2.0,3.0,42.11
Labrador Retriever,Large,Female,5.0,Spayed,Active,2.0,8.0,2.0,4.0,25.41
Siberian Husky,Medium,Female,13.0,Neutered,Active,3.0,12.0,2.0,2.0,18.42
Doberman,Large,Female,12.0,Neutered,Low,3.0,12.0,2.0,4.0,36.26
Yorkshire Terrier,Small,Female,4.0,Neutered,Very Active,4.0,12.0,1.0,1.0,3.24
Great Dane,Large,Male,11.0,Neutered,Very Active,1.0,11.0,1.0,1.0,47.1
Bulldog,Medium,Female,7.0,Spayed,Active,2.0,10.0,3.0,1.0,24.46
Yorkshire Terrier,Small,Male,2.0,Spayed,Moderate,2.0,11.0,3.0,1.0,2.72
Rottweiler,Large,Male,6.0,Spayed,Active,2.0,12.0,2.0,3.0,59.99
Dachshund,Small,Female,9.0,Spayed,Active,5.0,11.0,0.0,0.0,4.97
Yorkshire Terrier,Small,Male,6.0,Spayed,Moderate,3.0,13.0,2.0,2.0,3.92
Rottweiler,Large,Female,7.0,Spayed,Low,3.0,8.0,0.0,0.0,52.96
Australian Shepherd,Medium,Male,1.0,Spayed,Very Active,3.0,10.0,1.0,1.0,21.77
Yorkshire Terrier,Small,Female,4.0,Neutered,Very Active,5.0,13.0,4.0,3.0,4.66
Labrador Retriever,Large,Female,4.0,Unknown,Unknown,4.0,12.0,2.0,2.0,26.76
Chihuahua,Small,Male,7.0,Neutered,Active,0.0,11.0,1.0,2.0,3.19
Labrador Retriever,Large,Male,3.0,Neutered,Active,3.0,10.0,1.0,1.0,32.44
Labrador Retriever,Large,Male,11.0,Unknown,Active,4.0,10.0,1.0,1.0,34.83
Rottweiler,Large,Male,2.0,Spayed,Active,4.0,12.0,2.0,2.0,47.04
Yorkshire Terrier,Small,Female,11.0,Unknown,Low,3.0,9.0,2.0,1.0,4.01
Unknown,Large,Female,8.0,Unknown,Moderate,3.0,9.0,0.0,3.0,24.49
Dachshund,Small,Female,11.0,Neutered,Very Active,3.0,11.0,2.0,3.0,8.56
German Shepherd,Large,Female,12.0,Neutered,Active,1.0,12.0,2.0,2.0,24.62
Australian Shepherd,Medium,Female,3.0,Neutered,Moderate,0.0,11.0,0.0,1.0,19.96
Bulldog,Medium,Male,2.0,Unknown,Unknown,3.0,10.0,2.0,3.0,24.56
Australian Shepherd,Medium,Female,13.0,Spayed,Active,3.0,12.0,0.0,0.0,23.19
Bulldog,Medium,Female,3.0,Spayed,Moderate,6.0,9.0,2.0,2.0,18.13
Golden Retriever,Large,Female,6.0,Neutered,Low,4.0,11.0,3.0,1.0,26.03
Siberian Husky,Medium,Female,5.0,Neutered,Active,2.0,10.0,2.0,2.0,24.95
Australian Shepherd,Medium,Female,4.0,Spayed,Very Active,3.0,11.0,2.0,0.0,24.95
Australian Shepherd,Medium,Male,8.0,Spayed,Low,4.0,10.0,1.0,1.0,30.15
Poodle,Small,Female,4.0,Unknown,Active,3.0,10.0,2.0,0.0,24.95
Labrador Retriever,Large,Female,9.0,Neutered,Very Active,3.0,10.0,2.0,3.0,27.22
Boxer,Medium,Male,4.0,Neutered,Moderate,2.0,9.0,2.0,2.0,34.57
German Shepherd,Large,Female,9.0,Neutered,Very Active,0.0,11.0,2.0,2.0,32.66
Rottweiler,Large,Female,1.0,Spayed,Active,1.0,11.0,2.0,0.0,40.39
Australian Shepherd,Medium,Male,9.0,Unknown,Very Active,1.0,10.0,2.0,0.0,28.12
Beagle,Small,Male,9.0,Neutered,Unknown,1.0,11.0,1.0,1.0,10.69
Poodle,Small,Male,10.0,Spayed,Very Active,5.0,13.0,3.0,4.0,19.5
Labrador Retriever,Large,Male,9.0,Unknown,Active,2.0,10.0,2.0,2.0,28.17
Bulldog,Medium,Male,8.0,Spayed,Very Active,3.0,10.0,3.0,1.0,24.49
Siberian Husky,Medium,Unknown,2.0,Unknown,Very Active,7.0,10.0,0.0,1.0,22.68
Bulldog,Medium,Male,8.0,Unknown,Very Active,0.0,13.0,1.0,2.0,22.68
Great Dane,Large,Male,8.0,Spayed,Active,3.0,12.0,2.0,2.0,65.58
Chihuahua,Small,Male,3.0,Unknown,Low,0.0,11.0,1.0,1.0,1.14
Siberian Husky,Medium,Male,8.0,Spayed,Low,6.0,10.0,1.0,2.0,23.76
German Shepherd,Large,Female,1.0,Unknown,Low,2.0,10.0,2.0,3.0,34.93
Golden Retriever,Large,Male,10.0,Neutered,Unknown,1.0,9.0,3.0,4.0,25.17
Doberman,Large,Male,4.0,Spayed,Moderate,4.0,12.0,2.0,2.0,32.21
Australian Shepherd,Medium,Male,8.0,Spayed,Low,0.0,9.0,0.0,2.0,29.03
Dachshund,Small,Male,2.0,Spayed,Moderate,2.0,13.0,1.0,2.0,7.87
Poodle,Small,Female,11.0,Spayed,Very Active,1.0,10.0,3.0,3.0,11.34
Golden Retriever,Large,Female,2.0,Neutered,Moderate,4.0,11.0,2.0,1.0,32.47
Chihuahua,Small,Male,1.0,Neutered,Unknown,3.0,8.0,4.0,2.0,3.3
Bulldog,Medium,Male,7.0,Neutered,Active,2.0,11.0,1.0,0.0,19.39
German Shepherd,Large,Male,7.0,Unknown,Moderate,2.0,10.0,2.0,1.0,28.42
Australian Shepherd,Medium,Female,3.0,Neutered,Low,1.0,9.0,3.0,2.0,24.95
Chihuahua,Small,Female,3.0,Neutered,Low,3.0,11.0,2.0,2.0,3.35
Bulldog,Medium,Female,6.0,Neutered,Moderate,0.0,13.0,1.0,1.0,21.32
Australian Shepherd,Medium,Male,6.0,Neutered,Active,5.0,11.0,0.0,0.0,27.22
Yorkshire Terrier,Small,Male,5.0,Neutered,Unknown,1.0,11.0,2.0,0.0,4.18
Labrador Retriever,Large,Female,4.0,Neutered,Very Active,4.0,11.0,2.0,1.0,33.83
Boxer,Medium,Male,6.0,Unknown,Active,3.0,10.0,0.0,1.0,32.13
Labrador Retriever,Large,Male,8.0,Spayed,Low,1.0,12.0,3.0,2.0,26.31
Doberman,Large,Male,2.0,Neutered,Active,3.0,10.0,2.0,0.0,29.03
Beagle,Small,Male,5.0,Unknown,Moderate,2.0,12.0,1.0,1.0,15.03
Great Dane,Large,Female,4.0,Unknown,Moderate,2.0,12.0,2.0,1.0,51.35
Doberman,Large,Unknown,4.0,Spayed,Low,2.0,11.0,1.0,2.0,38.15
Dachshund,Small,Female,7.0,Spayed,Very Active,3.0,11.0,2.0,1.0,4.24
German Shepherd,Large,Male,3.0,Spayed,Moderate,3.0,13.0,4.0,0.0,25.85
Labrador Retriever,Large,Female,13.0,Spayed,Low,5.0,10.0,2.0,3.0,31.2
Boxer,Medium,Male,13.0,Neutered,Low,3.0,12.0,0.0,1.0,31.11
Golden Retriever,Large,Male,3.0,Spayed,Low,2.0,13.0,1.0,2.0,28.59
Doberman,Large,Male,12.0,Neutered,Moderate,3.0,8.0,2.0,2.0,29.03
Boxer,Medium,Female,11.0,Spayed,Active,0.0,10.0,2.0,3.0,29.94
Great Dane,Large,Male,5.0,Neutered,Active,5.0,13.0,1.0,3.0,81.33
Chihuahua,Small,Female,12.0,Spayed,Active,4.0,12.0,1.0,2.0,1.79
German Shepherd,Large,Male,4.0,Unknown,Low,3.0,11.0,2.0,3.0,22.68
Bulldog,Medium,Male,2.0,Spayed,Low,3.0,12.0,2.0,3.0,22.73
Bulldog,Medium,Male,4.0,Neutered,Active,5.0,10.0,2.0,2.0,24.92
German Shepherd,Large,Male,3.0,Neutered,Moderate,2.0,12.0,2.0,1.0,22.23
Rottweiler,Large,Male,12.0,Unknown,Very Active,0.0,10.0,1.0,1.0,59.27
Poodle,Small,Female,10.0,Spayed,Very Active,1.0,10.0,2.0,0.0,26.31
Chihuahua,Small,Female,4.0,Neutered,Low,4.0,11.0,2.0,3.0,1.53
Australian Shepherd,Medium,Male,11.0,Neutered,Very Active,3.0,12.0,2.0,2.0,27.22
Great Dane,Large,Female,7.0,Spayed,Low,3.0,8.0,1.0,1.0,58.18
Rottweiler,Large,Male,6.0,Unknown,Active,3.0,12.0,2.0,1.0,35.06
Golden Retriever,Large,Female,10.0,Unknown,Very Active,2.0,13.0,2.0,1.0,25.4
Beagle,Small,Female,5.0,Unknown,Very Active,1.0,10.0,3.0,0.0,14.38
Boxer,Medium,Male,4.0,Spayed,Very Active,3.0,10.0,2.0,3.0,27.22
Australian Shepherd,Medium,Male,13.0,Neutered,Active,5.0,12.0,1.0,1.0,24.04
Dachshund,Small,Female,9.0,Spayed,Very Active,5.0,13.0,3.0,1.0,6.24
Bulldog,Medium,Unknown,11.0,Spayed,Active,2.0,12.0,1.0,1.0,23.43
Australian Shepherd,Medium,Male,4.0,Unknown,Active,3.0,11.0,1.0,2.0,23.73
Yorkshire Terrier,Small,Female,1.0,Spayed,Very Active,0.0,11.0,0.0,0.0,2.33
Australian Shepherd,Medium,Female,8.0,Neutered,Moderate,4.0,13.0,2.0,1.0,28.74
Dachshund,Small,Male,2.0,Neutered,Unknown,2.0,11.0,2.0,3.0,7.97
Dachshund,Small,Male,8.0,Spayed,Active,4.0,11.0,1.0,1.0,5.43
Australian Shepherd,Medium,Male,3.0,Unknown,Unknown,4.0,9.0,2.0,4.0,26.76
Australian Shepherd,Medium,Female,8.0,Unknown,Active,4.0,11.0,1.0,2.0,23.59
Siberian Husky,Medium,Male,1.0,Spayed,Low,2.0,13.0,3.0,1.0,23.3
Chihuahua,Small,Male,6.0,Unknown,Very Active,3.0,11.0,1.0,2.0,1.59
Bulldog,Medium,Male,6.0,Spayed,Very Active,4.0,10.0,0.0,1.0,18.79
Siberian Husky,Medium,Male,5.0,Spayed,Unknown,0.0,12.0,2.0,0.0,20.87
Dachshund,Small,Female,12.0,Unknown,Very Active,5.0,12.0,2.0,3.0,4.23
Dachshund,Small,Female,11.0,Spayed,Active,3.0,12.0,1.0,3.0,8.83
Australian Shepherd,Medium,Female,10.0,Unknown,Very Active,3.0,11.0,0.0,1.0,23.88
Doberman,Large,Female,3.0,Neutered,Low,3.0,11.0,3.0,3.0,29.69
Bulldog,Medium,Male,8.0,Unknown,Active,5.0,8.0,1.0,1.0,19.91
Chihuahua,Small,Unknown,3.0,Unknown,Very Active,3.0,12.0,2.0,3.0,1.57
Poodle,Small,Male,9.0,Neutered,Active,2.0,12.0,3.0,3.0,27.22
Beagle,Small,Female,4.0,Neutered,Moderate,3.0,12.0,1.0,0.0,9.93
Doberman,Large,Female,10.0,Neutered,Very Active,2.0,10.0,0.0,2.0,31.21
Rottweiler,Large,Male,3.0,Neutered,Active,1.0,11.0,3.0,1.0,43.35
Bulldog,Medium,Female,7.0,Spayed,Very Active,1.0,10.0,1.0,2.0,24.35
Beagle,Small,Female,6.0,Spayed,Very Active,2.0,12.0,2.0,0.0,11.2
Unknown,Small,Male,5.0,Neutered,Low,2.0,13.0,1.0,1.0,22.23
Boxer,Medium,Male,10.0,Unknown,Very Active,1.0,11.0,1.0,2.0,31.79
Chihuahua,Small,Male,4.0,Neutered,Active,0.0,10.0,2.0,2.0,1.38
Bulldog,Unknown,Male,5.0,Neutered,Very Active,1.0,11.0,1.0,1.0,20.67
Siberian Husky,Medium,Male,4.0,Spayed,Unknown,3.0,10.0,2.0,1.0,19.05
Yorkshire Terrier,Small,Male,1.0,Unknown,Active,1.0,11.0,2.0,1.0,3.2
Dachshund,Small,Male,2.0,Neutered,Very Active,3.0,14.0,2.0,2.0,4.99
Chihuahua,Small,Male,12.0,Unknown,Moderate,5.0,10.0,1.0,1.0,1.31
Unknown,Large,Male,6.0,Neutered,Moderate,3.0,11.0,2.0,2.0,22.68
Unknown,Medium,Female,13.0,Unknown,Very Active,2.0,11.0,0.0,2.0,23.59
Boxer,Medium,Female,11.0,Neutered,Very Active,0.0,12.0,1.0,2.0,25.4
Unknown,Medium,Female,13.0,Spayed,Unknown,1.0,11.0,1.0,1.0,28.12
Great Dane,Large,Male,13.0,Neutered,Active,1.0,11.0,2.0,0.0,55.16
German Shepherd,Large,Female,3.0,Unknown,Unknown,3.0,9.0,1.0,1.0,22.68
Labrador Retriever,Large,Female,10.0,Neutered,Low,5.0,10.0,2.0,1.0,31.25
German Shepherd,Large,Male,13.0,Unknown,Active,3.0,12.0,1.0,0.0,24.04
Yorkshire Terrier,Small,Female,10.0,Neutered,Unknown,2.0,11.0,2.0,2.0,4.62
Boxer,Medium,Male,6.0,Unknown,Active,2.0,14.0,2.0,3.0,28.39
Siberian Husky,Medium,Female,13.0,Neutered,Very Active,0.0,12.0,2.0,0.0,26.31
Yorkshire Terrier,Small,Male,10.0,Spayed,Low,0.0,14.0,1.0,1.0,3.17
Yorkshire Terrier,Small,Male,2.0,Unknown,Very Active,3.0,11.0,0.0,1.0,4.57
Australian Shepherd,Medium,Female,8.0,Neutered,Moderate,3.0,12.0,2.0,2.0,19.05
Yorkshire Terrier,Small,Female,4.0,Neutered,Active,4.0,12.0,1.0,2.0,3.2
Boxer,Medium,Female,6.0,Unknown,Unknown,4.0,11.0,2.0,3.0,33.12
German Shepherd,Large,Female,6.0,Neutered,Moderate,2.0,8.0,2.0,3.0,36.25
Doberman,Large,Female,11.0,Neutered,Very Active,0.0,14.0,0.0,3.0,34.29
Golden Retriever,Large,Female,4.0,Neutered,Low,1.0,10.0,3.0,2.0,29.9
Unknown,Large,Female,6.0,Neutered,Moderate,3.0,8.0,2.0,0.0,28.58
Yorkshire Terrier,Small,Female,9.0,Neutered,Very Active,4.0,12.0,1.0,0.0,2.25
German Shepherd,Large,Male,9.0,Neutered,Very Active,2.0,13.0,2.0,0.0,24.49
Boxer,Medium,Female,11.0,Neutered,Active,5.0,11.0,2.0,0.0,35.1
Boxer,Medium,Male,1.0,Neutered,Active,2.0,11.0,2.0,2.0,32.82
Labrador Retriever,Large,Female,6.0,Spayed,Very Active,2.0,10.0,1.0,3.0,25.4
Chihuahua,Small,Female,7.0,Spayed,Active,3.0,12.0,2.0,1.0,2.38
Beagle,Small,Female,2.0,Unknown,Active,5.0,12.0,1.0,1.0,11.34
Rottweiler,Large,Male,9.0,Neutered,Active,2.0,9.0,0.0,2.0,39.01
Siberian Husky,Medium,Female,13.0,Spayed,Active,6.0,10.0,2.0,3.0,19.07
Poodle,Small,Male,13.0,Unknown,Unknown,3.0,12.0,1.0,2.0,19.05
Australian Shepherd,Medium,Male,7.0,Unknown,Unknown,3.0,13.0,2.0,2.0,22.68
Beagle,Small,Female,5.0,Unknown,Active,3.0,9.0,3.0,2.0,15.16
Doberman,Large,Male,9.0,Spayed,Unknown,2.0,10.0,1.0,1.0,33.11
Poodle,Small,Female,7.0,Spayed,Very Active,3.0,11.0,3.0,4.0,16.33
Rottweiler,Large,Male,5.0,Spayed,Moderate,3.0,11.0,1.0,1.0,56.01
Australian Shepherd,Medium,Male,12.0,Neutered,Very Active,0.0,10.0,3.0,1.0,19.31
Yorkshire Terrier,Small,Female,9.0,Unknown,Active,3.0,10.0,2.0,2.0,4.52
Doberman,Large,Female,1.0,Neutered,Unknown,5.0,11.0,0.0,3.0,35.61
Great Dane,Large,Female,13.0,Unknown,Active,1.0,11.0,1.0,1.0,68.02
Australian Shepherd,Medium,Unknown,11.0,Neutered,Very Active,2.0,11.0,1.0,1.0,31.75
Golden Retriever,Large,Male,5.0,Spayed,Low,3.0,8.0,1.0,2.0,31.58
Boxer,Medium,Female,1.0,Neutered,Low,1.0,13.0,3.0,1.0,31.75
Great Dane,Large,Male,11.0,Spayed,Active,3.0,11.0,1.0,0.0,75.38
Rottweiler,Large,Unknown,11.0,Neutered,Moderate,4.0,11.0,2.0,4.0,35.65
Bulldog,Medium,Male,6.0,Spayed,Unknown,3.0,9.0,1.0,1.0,22.31
Rottweiler,Large,Female,5.0,Spayed,Unknown,2.0,13.0,1.0,4.0,54.21
Dachshund,Small,Female,8.0,Spayed,Unknown,0.0,12.0,2.0,1.0,6.81
Boxer,Medium,Male,8.0,Neutered,Moderate,3.0,12.0,3.0,1.0,35.56
Rottweiler,Large,Male,9.0,Neutered,Active,2.0,11.0,0.0,0.0,59.5
Golden Retriever,Large,Female,4.0,Unknown,Active,3.0,12.0,1.0,1.0,31.38
Siberian Husky,Medium,Female,3.0,Unknown,Active,2.0,10.0,2.0,1.0,25.85
Yorkshire Terrier,Small,Female,6.0,Spayed,Active,3.0,10.0,1.0,0.0,2.03
Boxer,Medium,Male,12.0,Neutered,Moderate,4.0,10.0,2.0,2.0,26.07
Golden Retriever,Large,Male,8.0,Neutered,Active,5.0,12.0,0.0,0.0,33.43
Boxer,Medium,Female,4.0,Unknown,Unknown,2.0,9.0,3.0,3.0,31.87
Dachshund,Small,Male,5.0,Unknown,Moderate,3.0,8.0,2.0,0.0,5.37
