Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits,Weight (kg)
Boxer,Medium,Male,6.0,Unknown,Active,2.0,14.0,2.0,3.0,19.5
Siberian Husky,Medium,Female,13.0,Neutered,Very Active,0.0,12.0,2.0,0.0,26.31
Yorkshire Terrier,Small,Male,10.0,Spayed,Low,0.0,14.0,1.0,1.0,32.21
Yorkshire Terrier,Small,Male,2.0,Unknown,Very Active,3.0,11.0,0.0,1.0,23.59
Australian Shepherd,Medium,Female,8.0,Neutered,Moderate,3.0,12.0,2.0,2.0,19.05
Yorkshire Terrier,Small,Female,4.0,Neutered,Active,4.0,12.0,1.0,2.0,28.58
Boxer,Medium,Female,6.0,Unknown,Unknown,4.0,11.0,2.0,3.0,24.04
German Shepherd,Large,Female,6.0,Neutered,Moderate,2.0,8.0,2.0,3.0,13.61
Doberman,Large,Female,11.0,Neutered,Very Active,0.0,14.0,0.0,3.0,20.87
Golden Retriever,Large,Female,4.0,Neutered,Low,1.0,10.0,3.0,2.0,15.88
Unknown,Large,Female,6.0,Neutered,Moderate,3.0,8.0,2.0,0.0,28.58
Yorkshire Terrier,Small,Female,9.0,Neutered,Very Active,4.0,12.0,1.0,0.0,19.96
German Shepherd,Large,Male,9.0,Neutered,Very Active,2.0,13.0,2.0,0.0,24.49
Boxer,Medium,Female,11.0,Neutered,Active,5.0,11.0,2.0,0.0,16.33
Boxer,Medium,Male,1.0,Neutered,Active,2.0,11.0,2.0,2.0,41.73
Labrador Retriever,Large,Female,6.0,Spayed,Very Active,2.0,10.0,1.0,3.0,25.4
Chihuahua,Small,Female,7.0,Spayed,Active,3.0,12.0,2.0,1.0,31.75
Beagle,Small,Female,2.0,Unknown,Active,5.0,12.0,1.0,1.0,11.34
Rottweiler,Large,Male,9.0,Neutered,Active,2.0,9.0,0.0,2.0,39.01
Siberian Husky,Medium,Female,13.0,Spayed,Active,6.0,10.0,2.0,3.0,12.25
Poodle,Small,Male,13.0,Unknown,Unknown,3.0,12.0,1.0,2.0,19.05
Australian Shepherd,Medium,Male,7.0,Unknown,Unknown,3.0,13.0,2.0,2.0,22.68
Beagle,Small,Female,5.0,Unknown,Active,3.0,9.0,3.0,2.0,22.23
Doberman,Large,Male,9.0,Spayed,Unknown,2.0,10.0,1.0,1.0,33.11
Poodle,Small,Female,7.0,Spayed,Very Active,3.0,11.0,3.0,4.0,16.33
Rottweiler,Large,Male,5.0,Spayed,Moderate,3.0,11.0,1.0,1.0,21.32
Australian Shepherd,Medium,Male,12.0,Neutered,Very Active,0.0,10.0,3.0,1.0,36.29
Yorkshire Terrier,Small,Female,9.0,Unknown,Active,3.0,10.0,2.0,2.0,29.48
Doberman,Large,Female,1.0,Neutered,Unknown,5.0,11.0,0.0,3.0,14.97
Great Dane,Large,Female,13.0,Unknown,Active,1.0,11.0,1.0,1.0,27.22
Australian Shepherd,Medium,Unknown,11.0,Neutered,Very Active,2.0,11.0,1.0,1.0,31.75
Golden Retriever,Large,Male,5.0,Spayed,Low,3.0,8.0,1.0,2.0,21.32
Boxer,Medium,Female,1.0,Neutered,Low,1.0,13.0,3.0,1.0,31.75
Great Dane,Large,Male,11.0,Spayed,Active,3.0,11.0,1.0,0.0,25.85
Rottweiler,Large,Unknown,11.0,Neutered,Moderate,4.0,11.0,2.0,4.0,27.67
Bulldog,Medium,Male,6.0,Spayed,Unknown,3.0,9.0,1.0,1.0,15.88
Rottweiler,Large,Female,5.0,Spayed,Unknown,2.0,13.0,1.0,4.0,25.85
Dachshund,Small,Female,8.0,Spayed,Unknown,0.0,12.0,2.0,1.0,15.88
Boxer,Medium,Male,8.0,Neutered,Moderate,3.0,12.0,3.0,1.0,38.56
Rottweiler,Large,Male,9.0,Neutered,Active,2.0,11.0,0.0,0.0,18.14
Golden Retriever,Large,Female,4.0,Unknown,Active,3.0,12.0,1.0,1.0,15.88
Siberian Husky,Medium,Female,3.0,Unknown,Active,2.0,10.0,2.0,1.0,25.85
Yorkshire Terrier,Small,Female,6.0,Spayed,Active,3.0,10.0,1.0,0.0,14.97
Boxer,Medium,Male,12.0,Neutered,Moderate,4.0,10.0,2.0,2.0,21.77
Golden Retriever,Large,Male,8.0,Neutered,Active,5.0,12.0,0.0,0.0,17.24
Boxer,Medium,Female,4.0,Unknown,Unknown,2.0,9.0,3.0,3.0,18.6
Dachshund,Small,Male,5.0,Unknown,Moderate,3.0,8.0,2.0,0.0,19.96
Siberian Husky,Medium,Male,3.0,Neutered,Active,2.0,12.0,3.0,4.0,17.69
Unknown,Large,Unknown,3.0,Neutered,Unknown,1.0,12.0,3.0,2.0,24.49
Labrador Retriever,Large,Male,6.0,Spayed,Active,1.0,12.0,0.0,1.0,14.97
Labrador Retriever,Large,Female,4.0,Unknown,Very Active,1.0,12.0,1.0,1.0,13.61
Dachshund,Small,Male,6.0,Unknown,Active,3.0,9.0,2.0,2.0,20.41
Doberman,Large,Female,1.0,Neutered,Unknown,3.0,8.0,2.0,1.0,15.42
Chihuahua,Small,Female,2.0,Neutered,Active,2.0,14.0,1.0,0.0,26.76
German Shepherd,Large,Male,13.0,Spayed,Moderate,6.0,12.0,2.0,3.0,23.59
Labrador Retriever,Large,Male,7.0,Unknown,Active,0.0,12.0,2.0,1.0,16.78
Doberman,Large,Male,6.0,Neutered,Very Active,0.0,13.0,0.0,3.0,16.78
Beagle,Small,Male,3.0,Spayed,Low,4.0,13.0,1.0,0.0,28.12
Doberman,Large,Female,2.0,Neutered,Very Active,3.0,9.0,0.0,1.0,23.13
Rottweiler,Large,Male,5.0,Neutered,Very Active,3.0,11.0,1.0,1.0,8.16
Australian Shepherd,Medium,Male,3.0,Spayed,Low,5.0,10.0,0.0,2.0,21.32
Chihuahua,Small,Male,13.0,Spayed,Unknown,4.0,9.0,2.0,2.0,28.58
Beagle,Small,Female,8.0,Neutered,Low,5.0,12.0,4.0,0.0,24.95
Chihuahua,Small,Male,12.0,Neutered,Unknown,2.0,11.0,1.0,1.0,21.32
Beagle,Small,Male,8.0,Neutered,Moderate,5.0,12.0,2.0,1.0,21.77
Beagle,Small,Male,9.0,Neutered,Unknown,4.0,10.0,2.0,4.0,12.7
Beagle,Small,Female,1.0,Unknown,Low,4.0,13.0,2.0,1.0,26.31
Yorkshire Terrier,Small,Female,12.0,Neutered,Moderate,5.0,12.0,1.0,1.0,13.61
Siberian Husky,Medium,Female,5.0,Neutered,Moderate,1.0,12.0,2.0,0.0,18.6
Dachshund,Small,Female,7.0,Unknown,Moderate,0.0,8.0,2.0,4.0,25.85
Beagle,Small,Female,3.0,Unknown,Very Active,2.0,9.0,2.0,3.0,17.24
Siberian Husky,Medium,Female,2.0,Neutered,Active,0.0,9.0,2.0,1.0,30.39
Bulldog,Medium,Male,5.0,Neutered,Moderate,2.0,13.0,1.0,4.0,29.48
Bulldog,Medium,Female,1.0,Spayed,Active,3.0,11.0,0.0,1.0,29.48
Chihuahua,Small,Female,7.0,Unknown,Active,3.0,11.0,2.0,1.0,9.53
Bulldog,Medium,Female,2.0,Neutered,Moderate,3.0,9.0,1.0,2.0,35.38
Labrador Retriever,Unknown,Male,6.0,Spayed,Active,4.0,12.0,0.0,1.0,25.85
Golden Retriever,Large,Female,6.0,Neutered,Very Active,2.0,12.0,1.0,1.0,12.25
Australian Shepherd,Medium,Male,13.0,Neutered,Very Active,3.0,12.0,2.0,4.0,24.04
Bulldog,Medium,Female,5.0,Neutered,Very Active,2.0,11.0,2.0,3.0,16.33
Labrador Retriever,Large,Unknown,13.0,Spayed,Low,4.0,10.0,2.0,1.0,26.76
Beagle,Small,Male,8.0,Neutered,Unknown,1.0,9.0,0.0,2.0,25.85
Great Dane,Large,Male,7.0,Unknown,Moderate,3.0,12.0,2.0,1.0,31.3
Boxer,Medium,Male,12.0,Neutered,Unknown,7.0,11.0,1.0,2.0,24.95
Chihuahua,Small,Female,3.0,Neutered,Active,3.0,10.0,1.0,2.0,23.13
Siberian Husky,Medium,Male,3.0,Unknown,Low,3.0,11.0,2.0,1.0,20.87
Beagle,Small,Male,9.0,Spayed,Very Active,1.0,10.0,2.0,1.0,29.03
Dachshund,Small,Unknown,6.0,Spayed,Moderate,4.0,13.0,1.0,3.0,17.69
Yorkshire Terrier,Small,Female,10.0,Unknown,Unknown,2.0,12.0,1.0,1.0,31.75
Australian Shepherd,Medium,Male,10.0,Neutered,Active,2.0,11.0,1.0,1.0,23.13
Boxer,Medium,Female,5.0,Spayed,Moderate,2.0,10.0,2.0,2.0,21.32
Great Dane,Large,Male,3.0,Spayed,Unknown,1.0,13.0,4.0,4.0,25.85
Siberian Husky,Medium,Male,12.0,Neutered,Low,2.0,9.0,1.0,1.0,30.39
Bulldog,Medium,Male,13.0,Unknown,Active,4.0,9.0,0.0,2.0,18.14
Boxer,Medium,Male,5.0,Neutered,Active,3.0,10.0,3.0,0.0,19.96
Poodle,Small,Female,13.0,Neutered,Active,3.0,13.0,1.0,1.0,26.31
Doberman,Large,Female,3.0,Neutered,Unknown,1.0,13.0,1.0,1.0,29.94
Poodle,Small,Female,12.0,Spayed,Low,4.0,11.0,1.0,1.0,22.23
Great Dane,Large,Female,13.0,Spayed,Active,1.0,10.0,2.0,1.0,14.97
Labrador Retriever,Large,Male,6.0,Unknown,Very Active,4.0,12.0,4.0,4.0,13.61
Siberian Husky,Medium,Female,12.0,Neutered,Low,6.0,11.0,4.0,1.0,32.21
Chihuahua,Small,Male,3.0,Unknown,Active,2.0,13.0,3.0,4.0,21.32
Bulldog,Medium,Male,5.0,Spayed,Low,3.0,12.0,2.0,1.0,20.87
Dachshund,Unknown,Female,11.0,Unknown,Low,1.0,10.0,0.0,0.0,15.88
Australian Shepherd,Medium,Male,7.0,Spayed,Active,2.0,11.0,1.0,1.0,28.12
Beagle,Small,Male,7.0,Spayed,Very Active,2.0,12.0,2.0,1.0,28.58
Labrador Retriever,Large,Male,6.0,Neutered,Unknown,3.0,11.0,4.0,0.0,18.14
Siberian Husky,Medium,Male,4.0,Neutered,Low,3.0,12.0,1.0,1.0,14.97
Poodle,Small,Female,1.0,Unknown,Active,3.0,11.0,3.0,2.0,17.24
Doberman,Large,Female,1.0,Neutered,Active,3.0,12.0,1.0,0.0,18.14
Doberman,Large,Female,10.0,Spayed,Very Active,2.0,11.0,1.0,4.0,24.04
Labrador Retriever,Large,Male,9.0,Neutered,Very Active,3.0,10.0,2.0,4.0,17.69
Labrador Retriever,Large,Female,4.0,Unknown,Very Active,7.0,11.0,0.0,2.0,34.93
Golden Retriever,Large,Male,10.0,Neutered,Very Active,2.0,10.0,0.0,0.0,32.66
Bulldog,Medium,Female,4.0,Spayed,Low,5.0,11.0,2.0,3.0,20.87
Siberian Husky,Medium,Female,12.0,Unknown,Active,3.0,12.0,2.0,2.0,12.7
Bulldog,Medium,Female,1.0,Spayed,Moderate,3.0,14.0,2.0,1.0,29.03
Australian Shepherd,Medium,Unknown,9.0,Spayed,Low,3.0,10.0,1.0,0.0,26.76
Golden Retriever,Large,Male,2.0,Neutered,Unknown,4.0,9.0,3.0,0.0,20.87
Great Dane,Large,Female,7.0,Unknown,Low,4.0,12.0,4.0,1.0,19.96
Great Dane,Large,Female,12.0,Unknown,Active,3.0,9.0,3.0,4.0,14.97
Labrador Retriever,Large,Female,2.0,Neutered,Low,0.0,10.0,1.0,1.0,28.58
Chihuahua,Small,Female,2.0,Spayed,Active,3.0,11.0,0.0,2.0,14.51
Siberian Husky,Medium,Male,9.0,Neutered,Active,0.0,10.0,2.0,1.0,20.87
Poodle,Small,Male,3.0,Unknown,Active,2.0,10.0,2.0,0.0,24.49
German Shepherd,Large,Female,4.0,Neutered,Very Active,3.0,14.0,2.0,0.0,27.22
Beagle,Small,Male,2.0,Unknown,Very Active,1.0,10.0,0.0,1.0,20.41
German Shepherd,Large,Male,5.0,Neutered,Active,5.0,11.0,1.0,1.0,26.31
German Shepherd,Large,Female,11.0,Unknown,Very Active,2.0,11.0,1.0,1.0,32.66
Rottweiler,Large,Female,9.0,Spayed,Very Active,2.0,13.0,0.0,1.0,16.78
Yorkshire Terrier,Small,Female,9.0,Spayed,Very Active,2.0,13.0,3.0,0.0,20.87
Bulldog,Medium,Male,9.0,Neutered,Very Active,0.0,10.0,1.0,3.0,26.76
Unknown,Medium,Female,13.0,Spayed,Very Active,3.0,11.0,2.0,1.0,16.78
Beagle,Small,Male,5.0,Unknown,Unknown,0.0,9.0,1.0,4.0,19.05
Australian Shepherd,Medium,Female,11.0,Spayed,Active,4.0,10.0,2.0,1.0,33.11
Golden Retriever,Large,Female,8.0,Neutered,Very Active,3.0,12.0,2.0,1.0,19.96
Bulldog,Medium,Female,8.0,Unknown,Unknown,0.0,10.0,1.0,1.0,6.35
Yorkshire Terrier,Small,Female,8.0,Spayed,Moderate,2.0,10.0,3.0,3.0,22.68
Rottweiler,Large,Male,6.0,Spayed,Low,3.0,12.0,2.0,4.0,23.13
Siberian Husky,Medium,Female,4.0,Unknown,Moderate,2.0,14.0,1.0,1.0,25.85
Labrador Retriever,Large,Male,4.0,Spayed,Very Active,5.0,8.0,3.0,2.0,27.22
Chihuahua,Small,Male,8.0,Unknown,Very Active,3.0,13.0,1.0,1.0,16.33
Great Dane,Large,Male,11.0,Spayed,Moderate,3.0,8.0,3.0,0.0,14.06
Rottweiler,Large,Male,6.0,Spayed,Low,1.0,13.0,0.0,3.0,21.32
Great Dane,Large,Female,3.0,Neutered,Low,2.0,12.0,1.0,1.0,14.97
Siberian Husky,Medium,Male,4.0,Neutered,Moderate,1.0,12.0,1.0,2.0,27.22
Bulldog,Medium,Male,11.0,Neutered,Active,1.0,10.0,2.0,1.0,24.49
Great Dane,Large,Male,6.0,Spayed,Unknown,2.0,10.0,1.0,1.0,25.85
Rottweiler,Large,Male,6.0,Neutered,Moderate,4.0,11.0,2.0,1.0,21.77
Australian Shepherd,Unknown,Male,8.0,Unknown,Moderate,1.0,11.0,1.0,3.0,27.22
Unknown,Large,Female,8.0,Neutered,Very Active,5.0,8.0,3.0,1.0,22.68
Bulldog,Medium,Male,7.0,Spayed,Low,2.0,12.0,1.0,1.0,25.4
Doberman,Large,Female,6.0,Neutered,Low,1.0,13.0,1.0,0.0,24.49
Rottweiler,Large,Male,10.0,Neutered,Very Active,3.0,9.0,1.0,3.0,28.58
Beagle,Small,Male,7.0,Unknown,Active,2.0,13.0,4.0,1.0,25.85
Bulldog,Medium,Female,12.0,Neutered,Very Active,1.0,14.0,2.0,2.0,33.57
German Shepherd,Large,Male,13.0,Spayed,Unknown,3.0,13.0,3.0,1.0,24.04
German Shepherd,Large,Female,9.0,Neutered,Very Active,1.0,11.0,2.0,1.0,20.41
Golden Retriever,Large,Male,12.0,Neutered,Unknown,4.0,11.0,1.0,1.0,20.87
Poodle,Small,Male,4.0,Unknown,Very Active,3.0,10.0,2.0,0.0,17.24
Beagle,Small,Male,12.0,Neutered,Unknown,3.0,9.0,3.0,2.0,31.3
Chihuahua,Small,Female,1.0,Neutered,Active,4.0,9.0,3.0,3.0,13.15
Dachshund,Small,Female,1.0,Spayed,Very Active,4.0,10.0,1.0,3.0,20.87
Labrador Retriever,Large,Male,5.0,Unknown,Moderate,4.0,10.0,3.0,1.0,26.31
Yorkshire Terrier,Small,Male,2.0,Unknown,Low,2.0,10.0,2.0,1.0,20.41
Golden Retriever,Large,Female,3.0,Spayed,Unknown,0.0,8.0,3.0,2.0,24.49
Great Dane,Large,Female,1.0,Unknown,Low,2.0,12.0,2.0,1.0,15.42
Doberman,Large,Female,8.0,Neutered,Low,2.0,10.0,2.0,2.0,12.25
Yorkshire Terrier,Small,Male,5.0,Unknown,Very Active,1.0,11.0,0.0,3.0,12.25
Rottweiler,Large,Male,2.0,Unknown,Unknown,2.0,11.0,2.0,2.0,21.77
Beagle,Unknown,Female,3.0,Unknown,Very Active,3.0,12.0,0.0,1.0,25.4
Beagle,Small,Male,9.0,Unknown,Unknown,2.0,10.0,0.0,1.0,15.42
Rottweiler,Large,Female,4.0,Unknown,Moderate,1.0,12.0,0.0,3.0,34.93
Beagle,Small,Male,11.0,Neutered,Moderate,1.0,9.0,1.0,3.0,33.57
Dachshund,Small,Unknown,7.0,Unknown,Very Active,3.0,11.0,2.0,0.0,23.13
Dachshund,Small,Male,6.0,Spayed,Low,1.0,9.0,2.0,2.0,17.24
Yorkshire Terrier,Small,Female,13.0,Neutered,Unknown,0.0,13.0,1.0,1.0,7.26
Australian Shepherd,Medium,Female,6.0,Spayed,Low,2.0,12.0,2.0,1.0,27.22
Poodle,Small,Female,6.0,Spayed,Very Active,4.0,10.0,3.0,3.0,23.59
Rottweiler,Large,Female,10.0,Unknown,Moderate,3.0,11.0,3.0,2.0,18.6
Yorkshire Terrier,Small,Male,5.0,Spayed,Moderate,3.0,10.0,3.0,1.0,31.75
Yorkshire Terrier,Small,Female,10.0,Neutered,Very Active,3.0,12.0,0.0,3.0,17.24
Bulldog,Medium,Female,8.0,Spayed,Moderate,1.0,11.0,1.0,0.0,25.85
Dachshund,Small,Unknown,6.0,Spayed,Unknown,4.0,11.0,1.0,3.0,39.01
Doberman,Large,Male,11.0,Unknown,Very Active,1.0,10.0,0.0,1.0,21.32
Australian Shepherd,Medium,Male,2.0,Spayed,Active,3.0,13.0,1.0,1.0,31.75
Doberman,Large,Female,11.0,Neutered,Low,2.0,10.0,3.0,3.0,19.5
Rottweiler,Large,Female,12.0,Unknown,Very Active,1.0,9.0,3.0,3.0,11.79
Chihuahua,Small,Female,11.0,Unknown,Active,4.0,9.0,0.0,1.0,21.32
Dachshund,Small,Male,6.0,Neutered,Moderate,2.0,10.0,0.0,3.0,16.33
Great Dane,Large,Male,10.0,Neutered,Unknown,4.0,9.0,2.0,2.0,19.96
Unknown,Small,Male,7.0,Unknown,Very Active,4.0,10.0,0.0,2.0,10.89
Great Dane,Large,Female,9.0,Spayed,Very Active,2.0,12.0,1.0,1.0,20.41
Rottweiler,Large,Female,6.0,Spayed,Moderate,2.0,12.0,0.0,1.0,14.97
Chihuahua,Small,Male,2.0,Neutered,Very Active,1.0,13.0,1.0,4.0,13.15
Poodle,Small,Male,10.0,Neutered,Active,3.0,10.0,3.0,2.0,25.4
Bulldog,Medium,Female,4.0,Unknown,Unknown,1.0,10.0,1.0,1.0,14.51
Boxer,Medium,Female,8.0,Neutered,Low,2.0,11.0,1.0,2.0,37.65
Great Dane,Large,Female,13.0,Unknown,Active,4.0,11.0,2.0,2.0,24.95
Golden Retriever,Large,Female,4.0,Spayed,Low,1.0,10.0,2.0,1.0,34.02
Labrador Retriever,Large,Female,13.0,Unknown,Very Active,5.0,10.0,1.0,1.0,25.85
Labrador Retriever,Large,Male,8.0,Neutered,Unknown,5.0,10.0,0.0,1.0,35.83
Golden Retriever,Large,Male,7.0,Unknown,Moderate,3.0,12.0,2.0,3.0,27.67
Dachshund,Small,Female,10.0,Spayed,Active,3.0,11.0,3.0,2.0,23.59
Beagle,Small,Female,2.0,Unknown,Low,3.0,9.0,2.0,2.0,19.05
Beagle,Small,Male,8.0,Neutered,Unknown,2.0,11.0,2.0,1.0,19.05
Poodle,Small,Female,2.0,Neutered,Very Active,3.0,11.0,1.0,3.0,24.49
Chihuahua,Small,Male,11.0,Neutered,Active,2.0,14.0,4.0,0.0,24.04
Boxer,Medium,Female,9.0,Unknown,Moderate,5.0,9.0,1.0,1.0,15.42
Poodle,Small,Male,9.0,Unknown,Low,3.0,13.0,0.0,1.0,26.76
Chihuahua,Small,Male,2.0,Unknown,Very Active,4.0,12.0,1.0,2.0,21.77
Beagle,Small,Male,5.0,Unknown,Very Active,3.0,11.0,3.0,0.0,26.31
Australian Shepherd,Medium,Male,12.0,Neutered,Unknown,3.0,14.0,1.0,1.0,34.93
Chihuahua,Small,Male,9.0,Spayed,Unknown,1.0,9.0,0.0,1.0,18.6
Labrador Retriever,Large,Male,7.0,Neutered,Unknown,6.0,11.0,1.0,1.0,14.97
Poodle,Small,Male,6.0,Unknown,Unknown,3.0,10.0,2.0,1.0,19.96
Chihuahua,Small,Unknown,13.0,Neutered,Low,4.0,10.0,3.0,2.0,13.61
Chihuahua,Small,Male,10.0,Spayed,Active,2.0,8.0,1.0,0.0,18.6
Doberman,Large,Male,6.0,Neutered,Unknown,1.0,11.0,1.0,2.0,20.41
Bulldog,Medium,Male,13.0,Neutered,Very Active,5.0,11.0,2.0,2.0,23.13
German Shepherd,Large,Male,5.0,Neutered,Active,3.0,10.0,2.0,1.0,17.69
Great Dane,Large,Male,9.0,Neutered,Active,1.0,13.0,1.0,2.0,9.98
Rottweiler,Large,Female,13.0,Neutered,Very Active,4.0,10.0,1.0,2.0,19.05
Doberman,Large,Male,2.0,Spayed,Active,0.0,9.0,1.0,1.0,22.68
Dachshund,Small,Female,8.0,Unknown,Unknown,4.0,9.0,1.0,3.0,24.95
Chihuahua,Small,Unknown,10.0,Spayed,Active,1.0,8.0,2.0,3.0,24.49
Beagle,Small,Male,7.0,Spayed,Unknown,3.0,9.0,0.0,2.0,23.13
Rottweiler,Large,Male,12.0,Neutered,Unknown,2.0,11.0,2.0,1.0,15.42
German Shepherd,Large,Female,8.0,Neutered,Moderate,3.0,11.0,2.0,2.0,26.31
Great Dane,Unknown,Female,8.0,Neutered,Low,4.0,13.0,2.0,0.0,26.31
Labrador Retriever,Large,Female,10.0,Spayed,Moderate,1.0,8.0,2.0,3.0,29.03
Labrador Retriever,Large,Female,4.0,Neutered,Low,5.0,11.0,2.0,1.0,16.78
Beagle,Small,Female,12.0,Spayed,Very Active,3.0,9.0,1.0,2.0,12.7
Australian Shepherd,Medium,Female,1.0,Neutered,Low,3.0,10.0,2.0,2.0,19.96
Unknown,Large,Female,3.0,Spayed,Low,3.0,11.0,0.0,0.0,19.5
Poodle,Small,Male,7.0,Unknown,Very Active,1.0,11.0,1.0,1.0,28.12
Beagle,Small,Unknown,4.0,Neutered,Active,2.0,11.0,1.0,0.0,27.22
Chihuahua,Small,Male,6.0,Unknown,Unknown,3.0,11.0,2.0,1.0,29.03
Australian Shepherd,Medium,Female,6.0,Unknown,Very Active,2.0,10.0,1.0,0.0,22.68
Labrador Retriever,Large,Female,10.0,Spayed,Very Active,1.0,11.0,3.0,0.0,24.95
Beagle,Small,Female,5.0,Unknown,Low,2.0,8.0,2.0,2.0,35.38
Dachshund,Small,Male,7.0,Spayed,Active,2.0,11.0,1.0,1.0,14.51
Boxer,Medium,Male,5.0,Neutered,Low,2.0,12.0,3.0,0.0,30.39
Chihuahua,Small,Unknown,3.0,Unknown,Low,4.0,13.0,0.0,2.0,23.59
Poodle,Small,Male,3.0,Spayed,Very Active,3.0,10.0,1.0,0.0,25.4
Great Dane,Large,Female,3.0,Spayed,Very Active,1.0,12.0,2.0,0.0,31.3
Great Dane,Large,Female,5.0,Neutered,Active,2.0,9.0,3.0,2.0,21.32
Beagle,Small,Unknown,8.0,Unknown,Moderate,3.0,11.0,2.0,1.0,11.34
Beagle,Small,Male,12.0,Neutered,Unknown,4.0,11.0,1.0,1.0,11.34
Golden Retriever,Large,Female,12.0,Unknown,Moderate,3.0,13.0,1.0,3.0,19.05
Siberian Husky,Medium,Female,3.0,Spayed,Moderate,1.0,11.0,2.0,1.0,35.38
Great Dane,Large,Male,4.0,Neutered,Very Active,2.0,12.0,3.0,1.0,17.24
Unknown,Small,Male,8.0,Spayed,Very Active,0.0,11.0,3.0,3.0,21.32
Dachshund,Small,Male,1.0,Unknown,Active,2.0,12.0,1.0,4.0,15.88
Golden Retriever,Large,Male,7.0,Spayed,Active,3.0,11.0,2.0,1.0,28.58
Rottweiler,Large,Male,6.0,Unknown,Moderate,4.0,10.0,0.0,4.0,26.76
Siberian Husky,Medium,Female,5.0,Spayed,Unknown,1.0,11.0,0.0,3.0,20.41
Doberman,Large,Female,2.0,Spayed,Unknown,1.0,11.0,2.0,1.0,30.39
Doberman,Large,Male,6.0,Spayed,Moderate,2.0,8.0,1.0,2.0,31.3
Rottweiler,Large,Female,2.0,Spayed,Active,2.0,9.0,0.0,4.0,29.03
Siberian Husky,Medium,Female,5.0,Neutered,Unknown,1.0,14.0,0.0,2.0,22.23
Australian Shepherd,Medium,Female,1.0,Spayed,Active,0.0,10.0,1.0,0.0,24.95
Rottweiler,Large,Female,6.0,Spayed,Low,2.0,9.0,2.0,2.0,16.33
Boxer,Medium,Female,2.0,Neutered,Very Active,1.0,11.0,2.0,4.0,35.83
German Shepherd,Large,Male,13.0,Spayed,Low,3.0,12.0,0.0,4.0,25.4
Great Dane,Large,Male,4.0,Neutered,Unknown,3.0,10.0,2.0,0.0,24.49
Dachshund,Small,Male,4.0,Unknown,Low,2.0,10.0,0.0,1.0,24.04
Poodle,Small,Male,9.0,Unknown,Active,2.0,10.0,0.0,1.0,22.23
Bulldog,Medium,Male,7.0,Unknown,Unknown,3.0,12.0,1.0,4.0,36.29
German Shepherd,Large,Male,6.0,Neutered,Low,1.0,11.0,0.0,1.0,22.68
Great Dane,Large,Female,7.0,Unknown,Active,2.0,12.0,2.0,1.0,24.49
Labrador Retriever,Large,Male,3.0,Unknown,Very Active,3.0,13.0,2.0,2.0,20.87
Beagle,Small,Female,12.0,Spayed,Moderate,3.0,13.0,3.0,1.0,27.67
Poodle,Small,Male,12.0,Spayed,Unknown,6.0,13.0,1.0,0.0,33.11
Labrador Retriever,Large,Male,13.0,Spayed,Very Active,2.0,9.0,1.0,2.0,17.69
Unknown,Large,Male,6.0,Unknown,Very Active,4.0,11.0,1.0,2.0,11.79
Poodle,Small,Male,8.0,Unknown,Moderate,2.0,10.0,2.0,4.0,22.68
Yorkshire Terrier,Small,Male,10.0,Unknown,Active,0.0,13.0,1.0,2.0,20.87
Golden Retriever,Unknown,Female,10.0,Neutered,Active,1.0,12.0,0.0,3.0,24.04
Bulldog,Medium,Female,7.0,Neutered,Active,0.0,10.0,0.0,2.0,34.02
Australian Shepherd,Medium,Male,5.0,Neutered,Moderate,2.0,12.0,1.0,1.0,34.93
Yorkshire Terrier,Small,Female,8.0,Unknown,Active,3.0,10.0,3.0,0.0,25.85
Great Dane,Large,Male,7.0,Neutered,Unknown,3.0,12.0,2.0,2.0,27.22
Doberman,Large,Unknown,9.0,Spayed,Moderate,3.0,13.0,2.0,2.0,31.3
Yorkshire Terrier,Small,Unknown,10.0,Neutered,Very Active,2.0,10.0,2.0,2.0,18.6
Poodle,Small,Female,6.0,Unknown,Very Active,5.0,11.0,2.0,4.0,36.74
Yorkshire Terrier,Small,Female,2.0,Unknown,Very Active,1.0,12.0,1.0,2.0,26.76
German Shepherd,Large,Male,9.0,Neutered,Active,2.0,10.0,0.0,0.0,25.4
Labrador Retriever,Large,Male,9.0,Spayed,Active,2.0,10.0,1.0,1.0,24.95
German Shepherd,Large,Male,7.0,Spayed,Unknown,1.0,14.0,2.0,1.0,10.89
Beagle,Small,Male,5.0,Unknown,Active,2.0,11.0,1.0,0.0,29.48
Australian Shepherd,Medium,Male,2.0,Neutered,Very Active,2.0,11.0,1.0,2.0,29.94
Labrador Retriever,Large,Female,8.0,Unknown,Very Active,5.0,12.0,2.0,1.0,16.78
Siberian Husky,Medium,Female,1.0,Spayed,Low,3.0,10.0,3.0,3.0,24.95
Boxer,Medium,Female,1.0,Neutered,Very Active,1.0,12.0,3.0,1.0,21.77
Doberman,Large,Female,6.0,Neutered,Very Active,3.0,10.0,1.0,2.0,22.23
German Shepherd,Large,Female,12.0,Spayed,Unknown,3.0,10.0,3.0,3.0,35.38
Doberman,Large,Female,10.0,Unknown,Unknown,3.0,11.0,1.0,1.0,22.68
German Shepherd,Large,Male,2.0,Spayed,Active,2.0,10.0,0.0,0.0,27.67
