ID,Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Diet,Food Brand,Daily Walk Distance (miles),Other Pets in Household,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F),Synthetic,Healthy,Weight (kg)
4844,German Shepherd,Large,Male,7.0,Neutered,Active,Hard food,Hill's Science,1.0,No,No,No,8.0,1.0,Low,1.0,77.0,Yes,Yes,29.48
4845,German Shepherd,Large,Male,8.0,Neutered,Moderate,Special diet,Wellness,2.0,Yes,No,No,12.0,3.0,Very Active,0.0,77.0,Unknown,Yes,30.84
4846,Yorkshire Terrier,Small,Male,13.0,Unknown,Very Active,Home cooked,Special,1.0,No,No,No,11.0,2.0,Low,2.0,70.0,Yes,Yes,3.86
4848,Australian Shepherd,Medium,Male,4.0,Neutered,Active,Home cooked,Special,0.0,No,No,No,11.0,2.0,Very Active,1.0,89.0,Yes,Yes,20.99
4849,Great Dane,Large,Male,8.0,Unknown,Active,Wet food,Iams,3.0,No,No,No,13.0,1.0,Moderate,0.0,51.0,Yes,Yes,56.29
4853,Golden Retriever,Large,Female,6.0,Unknown,Very Active,Home cooked,Special,2.0,No,No,No,13.0,1.0,Unknown,1.0,75.0,Yes,Yes,29.03
4854,Beagle,Small,Female,5.0,Unknown,Moderate,Special diet,Hill's Science,4.0,No,No,No,9.0,2.0,Very Active,2.0,94.0,Yes,Yes,13.89
4855,German Shepherd,Large,Female,3.0,Neutered,Active,Unknown,Special,1.0,Yes,Yes,No,12.0,2.0,Low,2.0,32.0,Yes,Yes,29.03
4856,Boxer,Medium,Male,2.0,Neutered,Active,Home cooked,Special,3.0,Unknown,No,No,11.0,3.0,Moderate,1.0,84.0,Yes,Yes,33.46
4857,Great Dane,Large,Male,9.0,Neutered,Very Active,Special diet,Nutro,3.0,Yes,Yes,No,12.0,2.0,Low,3.0,52.0,Yes,Yes,65.39
4859,Beagle,Small,Female,9.0,Neutered,Moderate,Home cooked,Special,1.0,No,No,No,8.0,2.0,Unknown,1.0,86.0,Yes,Yes,13.01
4862,Poodle,Small,Female,1.0,Neutered,Active,Home cooked,Special,6.0,No,No,No,11.0,1.0,Unknown,1.0,50.0,Yes,Yes,28.58
4863,Doberman,Large,Female,12.0,Neutered,Active,Wet food,Hill's Science,4.0,Yes,No,No,12.0,3.0,Very Active,1.0,74.0,Yes,Yes,31.61
4865,Doberman,Large,Male,4.0,Spayed,Unknown,Hard food,Pedigree,1.0,Yes,No,No,11.0,1.0,Unknown,0.0,68.0,Yes,Yes,28.82
4866,Doberman,Large,Male,5.0,Neutered,Unknown,Unknown,Hill's Science,3.0,No,Yes,No,11.0,2.0,Unknown,2.0,39.0,Yes,Yes,31.3
4867,Great Dane,Large,Female,13.0,Spayed,Active,Special diet,Blue Buffalo,2.0,No,Yes,No,14.0,4.0,Low,1.0,67.0,Yes,Yes,58.0
4869,Dachshund,Small,Female,12.0,Spayed,Moderate,Hard food,Nutro,3.0,Yes,No,No,12.0,2.0,Very Active,4.0,84.0,Yes,Yes,5.08
4870,Poodle,Small,Male,2.0,Spayed,Unknown,Hard food,Purina,4.0,No,No,No,8.0,2.0,Moderate,3.0,45.0,Yes,Yes,16.33
4871,Poodle,Small,Male,7.0,Unknown,Very Active,Wet food,Pedigree,5.0,Yes,No,No,8.0,3.0,Very Active,1.0,67.0,Yes,Yes,11.79
4872,Dachshund,Small,Female,3.0,Neutered,Very Active,Hard food,Nutro,0.0,Yes,No,No,11.0,1.0,Unknown,2.0,68.0,Yes,Yes,4.73
4873,Rottweiler,Large,Female,3.0,Unknown,Low,Unknown,Pedigree,3.0,No,Yes,No,12.0,1.0,Active,4.0,100.0,Yes,Yes,46.82
4874,Labrador Retriever,Large,Female,5.0,Unknown,Very Active,Hard food,Nutro,2.0,Yes,No,No,11.0,2.0,Very Active,1.0,79.0,Yes,Yes,29.94
4875,Labrador Retriever,Large,Male,1.0,Spayed,Active,Hard food,Royal Canin,3.0,Yes,No,No,12.0,0.0,Unknown,1.0,70.0,Unknown,Yes,31.3
4876,German Shepherd,Large,Female,2.0,Spayed,Very Active,Home cooked,Special,3.0,Yes,No,No,10.0,0.0,Unknown,0.0,67.0,Yes,Yes,29.94
4878,Chihuahua,Small,Male,1.0,Neutered,Very Active,Wet food,Nutro,2.0,Unknown,No,No,12.0,0.0,Very Active,0.0,82.0,Yes,Yes,2.87
4879,Australian Shepherd,Medium,Female,7.0,Spayed,Unknown,Home cooked,Special,4.0,Yes,No,No,13.0,2.0,Unknown,2.0,67.0,Yes,Yes,19.5
4880,Golden Retriever,Large,Male,7.0,Neutered,Unknown,Special diet,Purina,2.0,No,Yes,No,8.0,1.0,Moderate,2.0,55.0,Yes,Yes,27.68
4881,Poodle,Small,Male,9.0,Neutered,Active,Wet food,Hill's Science,2.0,No,Yes,Unknown,11.0,1.0,Active,2.0,80.0,Yes,Yes,27.67
4882,German Shepherd,Large,Female,12.0,Spayed,Unknown,Special diet,Wellness,1.0,Yes,Yes,No,13.0,1.0,Low,1.0,46.0,Unknown,Yes,25.85
4883,Boxer,Medium,Male,1.0,Unknown,Very Active,Home cooked,Special,4.0,Yes,No,No,11.0,1.0,Unknown,2.0,71.0,Yes,Yes,30.86
4884,Siberian Husky,Medium,Male,4.0,Unknown,Low,Hard food,Iams,0.0,Yes,No,No,10.0,1.0,Very Active,2.0,58.0,Yes,Yes,17.04
4885,Labrador Retriever,Large,Male,11.0,Unknown,Unknown,Special diet,Wellness,4.0,No,No,No,12.0,3.0,Unknown,3.0,89.0,Yes,Yes,32.52
4886,Siberian Husky,Medium,Female,8.0,Unknown,Moderate,Special diet,Iams,1.0,Yes,No,No,8.0,1.0,Active,0.0,78.0,Yes,Yes,21.77
4887,Labrador Retriever,Large,Male,2.0,Unknown,Low,Wet food,Hill's Science,2.0,Yes,No,Unknown,12.0,1.0,Moderate,3.0,67.0,Yes,Yes,26.11
4888,Labrador Retriever,Large,Male,13.0,Neutered,Very Active,Wet food,Iams,2.0,No,No,No,9.0,3.0,Low,0.0,54.0,Yes,Yes,27.11
4889,Golden Retriever,Large,Unknown,6.0,Spayed,Moderate,Hard food,Hill's Science,3.0,No,No,No,10.0,3.0,Unknown,2.0,59.0,Yes,Yes,27.23
4890,Beagle,Small,Female,6.0,Neutered,Active,Hard food,Iams,3.0,No,No,No,12.0,1.0,Very Active,0.0,56.0,Yes,Yes,9.11
4891,Labrador Retriever,Large,Male,3.0,Unknown,Moderate,Wet food,Royal Canin,5.0,No,No,No,11.0,3.0,Moderate,1.0,53.0,Yes,Yes,35.71
4893,German Shepherd,Large,Male,7.0,Unknown,Very Active,Home cooked,Special,4.0,No,Yes,Unknown,11.0,0.0,Moderate,1.0,33.0,Yes,Yes,31.12
4894,Rottweiler,Large,Unknown,12.0,Spayed,Unknown,Home cooked,Special,3.0,No,No,No,11.0,2.0,Low,2.0,78.0,Yes,Yes,58.65
4895,Poodle,Small,Male,4.0,Spayed,Low,Special diet,Purina,5.0,No,Yes,No,11.0,3.0,Unknown,2.0,56.0,Yes,Yes,28.58
4896,Boxer,Medium,Male,9.0,Spayed,Very Active,Wet food,Royal Canin,2.0,Yes,Yes,No,12.0,2.0,Unknown,3.0,63.0,Yes,Yes,26.76
4897,Doberman,Large,Male,2.0,Neutered,Low,Special diet,Royal Canin,0.0,No,Yes,No,10.0,2.0,Unknown,1.0,71.0,Yes,Yes,33.71
4899,Siberian Husky,Medium,Female,6.0,Spayed,Unknown,Special diet,Nutro,2.0,No,No,No,12.0,3.0,Unknown,1.0,78.0,Unknown,Yes,23.34
4900,Siberian Husky,Medium,Female,2.0,Spayed,Low,Home cooked,Special,3.0,No,Yes,No,10.0,0.0,Unknown,4.0,62.0,Yes,Yes,26.31
4903,German Shepherd,Large,Male,9.0,Spayed,Active,Special diet,Royal Canin,3.0,Yes,No,No,9.0,2.0,Low,2.0,67.0,Yes,Yes,22.68
4904,Siberian Husky,Medium,Female,3.0,Spayed,Very Active,Unknown,Pedigree,4.0,Yes,Yes,No,13.0,1.0,Active,2.0,76.0,Yes,Yes,22.68
4905,Great Dane,Large,Male,6.0,Spayed,Active,Wet food,Royal Canin,2.0,No,No,No,12.0,3.0,Unknown,3.0,92.0,Yes,Yes,70.33
4906,Australian Shepherd,Medium,Male,3.0,Neutered,Active,Wet food,Wellness,3.0,No,No,No,13.0,1.0,Low,0.0,64.0,Yes,Yes,22.45
4907,Beagle,Small,Female,8.0,Unknown,Active,Hard food,Wellness,6.0,Yes,No,No,9.0,1.0,Low,3.0,74.0,Yes,Yes,13.61
4908,Golden Retriever,Large,Male,10.0,Unknown,Very Active,Special diet,Wellness,3.0,No,Unknown,No,10.0,3.0,Low,2.0,44.0,Yes,Yes,32.28
4909,Bulldog,Medium,Unknown,13.0,Spayed,Moderate,Hard food,Blue Buffalo,0.0,No,No,No,13.0,1.0,Active,1.0,72.0,Yes,Yes,18.14
4910,Beagle,Small,Female,2.0,Neutered,Moderate,Wet food,Wellness,3.0,Yes,Yes,No,11.0,2.0,Unknown,1.0,70.0,Yes,Yes,10.23
4911,Labrador Retriever,Large,Female,5.0,Neutered,Moderate,Wet food,Nutro,4.0,No,Unknown,No,10.0,0.0,Low,4.0,71.0,Yes,Yes,27.16
4912,Bulldog,Medium,Male,1.0,Neutered,Unknown,Home cooked,Special,2.0,No,No,No,12.0,0.0,Very Active,1.0,64.0,Yes,Yes,22.94
4915,Dachshund,Small,Male,12.0,Neutered,Unknown,Home cooked,Special,4.0,Yes,No,No,11.0,3.0,Unknown,0.0,58.0,Unknown,Yes,4.14
4918,Rottweiler,Large,Male,3.0,Spayed,Moderate,Home cooked,Special,3.0,No,No,No,10.0,2.0,Low,0.0,88.0,Yes,Yes,55.25
4920,Unknown,Large,Female,9.0,Neutered,Low,Hard food,Blue Buffalo,2.0,No,No,No,10.0,2.0,Unknown,3.0,44.0,Yes,Yes,30.39
4922,Boxer,Medium,Female,8.0,Unknown,Low,Wet food,Blue Buffalo,2.0,Yes,No,No,11.0,2.0,Very Active,1.0,73.0,Yes,Yes,29.78
4925,Great Dane,Large,Female,7.0,Unknown,Moderate,Home cooked,Special,2.0,Yes,Yes,No,11.0,2.0,Moderate,1.0,72.0,Yes,Yes,49.3
4926,Poodle,Small,Male,7.0,Unknown,Unknown,Special diet,Nutro,0.0,No,No,No,12.0,3.0,Low,1.0,50.0,Yes,Yes,24.95
4927,Bulldog,Medium,Female,9.0,Spayed,Very Active,Home cooked,Special,0.0,Yes,No,No,13.0,2.0,Low,2.0,70.0,Yes,Yes,21.77
4928,Australian Shepherd,Medium,Female,8.0,Spayed,Unknown,Unknown,Royal Canin,2.0,Yes,Yes,No,13.0,1.0,Very Active,2.0,66.0,Yes,Yes,18.14
4929,Siberian Husky,Medium,Female,5.0,Neutered,Moderate,Special diet,Blue Buffalo,2.0,Yes,No,No,12.0,0.0,Very Active,4.0,63.0,Yes,Yes,20.31
4930,Poodle,Small,Male,2.0,Neutered,Unknown,Special diet,Purina,1.0,No,No,No,11.0,3.0,Low,0.0,57.0,Yes,Yes,23.13
4931,Golden Retriever,Large,Female,2.0,Spayed,Unknown,Unknown,Hill's Science,2.0,Yes,Yes,No,12.0,2.0,Very Active,3.0,64.0,Yes,Yes,25.33
4932,Bulldog,Medium,Female,13.0,Unknown,Very Active,Special diet,Nutro,7.0,Yes,Yes,No,11.0,2.0,Unknown,2.0,56.0,Yes,Yes,18.43
4933,Labrador Retriever,Large,Male,8.0,Spayed,Very Active,Home cooked,Special,4.0,Yes,Yes,Yes,11.0,4.0,Active,3.0,70.0,Yes,Yes,28.12
4934,Rottweiler,Large,Female,4.0,Neutered,Active,Hard food,Purina,2.0,Yes,No,No,8.0,4.0,Unknown,2.0,51.0,Yes,Yes,50.0
4936,Bulldog,Medium,Male,5.0,Neutered,Unknown,Special diet,Blue Buffalo,2.0,Yes,No,No,12.0,2.0,Very Active,2.0,65.0,Yes,Yes,18.29
4938,Poodle,Small,Male,1.0,Neutered,Active,Special diet,Nutro,2.0,Yes,Yes,No,12.0,1.0,Very Active,1.0,48.0,Yes,Yes,24.49
4939,Siberian Husky,Medium,Male,12.0,Spayed,Very Active,Hard food,Hill's Science,1.0,No,No,No,13.0,1.0,Low,0.0,81.0,Yes,Yes,25.85
4940,Siberian Husky,Medium,Male,6.0,Neutered,Low,Hard food,Nutro,6.0,No,No,No,13.0,1.0,Moderate,2.0,61.0,Yes,Yes,25.4
4941,Yorkshire Terrier,Small,Female,6.0,Unknown,Active,Wet food,Nutro,6.0,Unknown,Yes,No,12.0,4.0,Active,2.0,60.0,Yes,Yes,2.94
4942,Labrador Retriever,Large,Male,5.0,Unknown,Active,Hard food,Iams,3.0,No,Yes,No,13.0,1.0,Moderate,1.0,79.0,Yes,Yes,34.68
4943,Labrador Retriever,Large,Male,4.0,Neutered,Moderate,Wet food,Purina,3.0,No,No,No,14.0,2.0,Moderate,1.0,43.0,Yes,Yes,35.27
4944,Siberian Husky,Medium,Female,8.0,Neutered,Very Active,Hard food,Royal Canin,1.0,Yes,No,No,13.0,2.0,Active,0.0,63.0,Unknown,Yes,20.92
4945,Siberian Husky,Medium,Female,11.0,Neutered,Unknown,Special diet,Hill's Science,5.0,Yes,No,Yes,12.0,2.0,Unknown,2.0,51.0,Yes,Yes,23.13
4946,Golden Retriever,Large,Male,1.0,Unknown,Active,Special diet,Wellness,1.0,No,No,No,8.0,2.0,Unknown,3.0,84.0,Yes,Yes,32.33
4949,Siberian Husky,Medium,Unknown,12.0,Spayed,Very Active,Special diet,Hill's Science,2.0,No,No,No,14.0,2.0,Very Active,1.0,56.0,Yes,Yes,26.31
4950,Boxer,Medium,Female,4.0,Spayed,Very Active,Wet food,Wellness,0.0,Yes,No,No,11.0,2.0,Moderate,0.0,57.0,Yes,Yes,26.5
4951,Yorkshire Terrier,Small,Female,12.0,Spayed,Very Active,Wet food,Hill's Science,1.0,No,Yes,No,8.0,2.0,Low,2.0,57.0,Yes,Yes,2.23
4952,Boxer,Medium,Female,7.0,Unknown,Moderate,Home cooked,Special,4.0,Yes,Yes,No,10.0,2.0,Low,2.0,52.0,Yes,Yes,26.3
4954,Dachshund,Small,Male,13.0,Neutered,Low,Hard food,Blue Buffalo,0.0,Yes,No,No,11.0,0.0,Moderate,2.0,80.0,Yes,Yes,8.73
4955,Rottweiler,Large,Female,8.0,Spayed,Active,Hard food,Hill's Science,1.0,No,No,No,13.0,3.0,Very Active,3.0,58.0,Yes,Yes,56.74
4956,Australian Shepherd,Medium,Male,9.0,Spayed,Very Active,Special diet,Nutro,2.0,Yes,Yes,No,12.0,0.0,Active,1.0,100.0,Yes,Yes,21.32
4957,Poodle,Small,Female,1.0,Spayed,Low,Special diet,Blue Buffalo,4.0,No,No,No,11.0,0.0,Very Active,3.0,48.0,Yes,Yes,23.59
4958,Siberian Husky,Medium,Female,13.0,Neutered,Moderate,Special diet,Nutro,4.0,No,Yes,No,9.0,2.0,Very Active,2.0,51.0,Yes,Yes,24.49
4960,Unknown,Large,Male,3.0,Spayed,Active,Home cooked,Special,2.0,Yes,No,No,9.0,1.0,Unknown,4.0,30.0,Yes,Yes,11.34
4962,Unknown,Large,Male,9.0,Neutered,Unknown,Hard food,Iams,3.0,No,No,No,10.0,2.0,Unknown,1.0,78.0,Yes,Yes,28.58
4963,Poodle,Small,Male,2.0,Unknown,Moderate,Special diet,Wellness,1.0,Yes,No,No,8.0,1.0,Very Active,3.0,50.0,Yes,Yes,21.32
4964,Dachshund,Small,Female,13.0,Spayed,Moderate,Special diet,Purina,2.0,No,Yes,No,12.0,3.0,Low,4.0,35.0,Yes,Yes,6.5
4965,Yorkshire Terrier,Small,Male,11.0,Unknown,Active,Home cooked,Special,2.0,Yes,Yes,No,10.0,4.0,Unknown,3.0,64.0,Yes,Yes,3.22
4966,Labrador Retriever,Large,Female,6.0,Neutered,Unknown,Wet food,Blue Buffalo,2.0,No,Yes,No,10.0,1.0,Unknown,1.0,76.0,Yes,Yes,29.59
4967,German Shepherd,Large,Male,6.0,Spayed,Moderate,Wet food,Nutro,5.0,No,Yes,No,13.0,1.0,Moderate,3.0,43.0,Yes,Yes,28.12
4968,Great Dane,Large,Female,12.0,Spayed,Very Active,Unknown,Pedigree,1.0,No,No,No,14.0,2.0,Very Active,0.0,41.0,Yes,Yes,70.98
4971,German Shepherd,Large,Female,3.0,Spayed,Unknown,Wet food,Royal Canin,3.0,Yes,No,No,13.0,1.0,Very Active,1.0,57.0,Yes,Yes,24.04
4974,Bulldog,Medium,Male,12.0,Unknown,Unknown,Special diet,Royal Canin,4.0,No,No,No,8.0,1.0,Low,1.0,71.0,Yes,Yes,21.77
4975,German Shepherd,Unknown,Male,13.0,Unknown,Active,Home cooked,Special,2.0,No,Yes,No,11.0,2.0,Moderate,2.0,49.0,Unknown,Yes,30.84
4977,German Shepherd,Large,Male,12.0,Spayed,Very Active,Special diet,Purina,1.0,Yes,Yes,No,10.0,2.0,Moderate,2.0,50.0,Yes,Yes,22.09
4979,Doberman,Large,Male,11.0,Neutered,Active,Special diet,Pedigree,3.0,Yes,Yes,No,13.0,1.0,Active,2.0,60.0,Yes,Yes,43.89
4980,Golden Retriever,Large,Female,5.0,Unknown,Unknown,Wet food,Purina,3.0,Yes,No,No,12.0,1.0,Unknown,2.0,85.0,Yes,Yes,32.38
4981,Australian Shepherd,Medium,Female,11.0,Neutered,Low,Home cooked,Special,4.0,Yes,No,No,10.0,1.0,Very Active,3.0,57.0,Yes,Yes,20.41
4982,Australian Shepherd,Medium,Female,11.0,Spayed,Moderate,Special diet,Hill's Science,3.0,No,No,No,10.0,1.0,Unknown,0.0,54.0,Yes,Yes,23.23
4983,Golden Retriever,Large,Female,9.0,Neutered,Very Active,Special diet,Royal Canin,4.0,Yes,Yes,No,11.0,2.0,Active,1.0,63.0,Yes,Yes,25.79
4984,Rottweiler,Large,Male,7.0,Neutered,Very Active,Home cooked,Special,2.0,No,Yes,No,11.0,0.0,Low,1.0,73.0,Unknown,Yes,41.18
4986,Boxer,Medium,Female,2.0,Unknown,Low,Home cooked,Special,2.0,No,No,No,9.0,1.0,Unknown,4.0,62.0,Yes,Yes,29.48
4987,Rottweiler,Large,Female,7.0,Unknown,Moderate,Wet food,Iams,4.0,Yes,No,No,9.0,1.0,Unknown,1.0,65.0,Yes,Yes,41.59
4992,Dachshund,Small,Male,8.0,Neutered,Unknown,Home cooked,Special,3.0,No,No,No,10.0,2.0,Very Active,2.0,55.0,Yes,Yes,8.97
4993,Great Dane,Large,Female,10.0,Neutered,Very Active,Home cooked,Special,0.0,No,No,No,11.0,1.0,Moderate,0.0,54.0,Yes,Yes,79.96
4995,Golden Retriever,Large,Male,5.0,Unknown,Active,Special diet,Iams,0.0,Yes,Yes,No,9.0,2.0,Low,0.0,88.0,Yes,Yes,30.09
4996,Beagle,Small,Female,4.0,Unknown,Unknown,Special diet,Pedigree,3.0,Yes,Yes,No,13.0,2.0,Active,2.0,42.0,Yes,Yes,13.43
4997,Poodle,Small,Male,12.0,Spayed,Very Active,Hard food,Iams,4.0,No,No,No,10.0,2.0,Active,1.0,69.0,Yes,Yes,19.5
4999,Chihuahua,Small,Female,8.0,Neutered,Unknown,Wet food,Pedigree,1.0,No,No,No,11.0,2.0,Unknown,1.0,90.0,Yes,Yes,1.59
5000,Chihuahua,Unknown,Male,4.0,Unknown,Very Active,Special diet,Purina,5.0,No,No,No,9.0,4.0,Unknown,2.0,94.0,Yes,Yes,1.19
5002,Siberian Husky,Medium,Male,12.0,Neutered,Low,Home cooked,Special,4.0,Yes,No,No,11.0,3.0,Low,1.0,64.0,Yes,Yes,18.8
5003,Siberian Husky,Medium,Female,1.0,Unknown,Moderate,Unknown,Special,2.0,No,No,No,12.0,0.0,Moderate,1.0,70.0,Yes,Yes,18.6
5004,Siberian Husky,Medium,Male,7.0,Unknown,Low,Hard food,Hill's Science,4.0,Yes,No,No,10.0,1.0,Unknown,3.0,56.0,Yes,Yes,17.62
5007,Poodle,Small,Male,1.0,Unknown,Very Active,Home cooked,Special,4.0,Yes,No,No,13.0,1.0,Very Active,0.0,70.0,Yes,Yes,22.68
5008,Dachshund,Small,Female,12.0,Neutered,Low,Special diet,Blue Buffalo,4.0,No,No,No,11.0,1.0,Very Active,0.0,44.0,Yes,Yes,7.97
5011,Great Dane,Large,Female,6.0,Neutered,Very Active,Hard food,Nutro,4.0,No,Unknown,No,10.0,1.0,Very Active,2.0,52.0,Yes,Yes,66.17
5012,Bulldog,Medium,Female,5.0,Neutered,Low,Special diet,Wellness,2.0,No,Yes,No,10.0,1.0,Moderate,2.0,74.0,Yes,Yes,20.98
5013,Australian Shepherd,Medium,Male,2.0,Spayed,Unknown,Special diet,Nutro,2.0,Yes,Yes,No,10.0,0.0,Unknown,1.0,86.0,Yes,Yes,31.71
5014,Bulldog,Medium,Male,13.0,Neutered,Low,Special diet,Pedigree,1.0,No,No,No,11.0,1.0,Moderate,3.0,57.0,Yes,Yes,23.8
5015,Chihuahua,Small,Male,3.0,Neutered,Very Active,Hard food,Wellness,4.0,No,No,No,8.0,2.0,Unknown,1.0,38.0,Yes,Yes,2.02
5017,German Shepherd,Large,Male,12.0,Unknown,Moderate,Special diet,Pedigree,6.0,No,No,No,11.0,2.0,Very Active,2.0,77.0,Yes,Yes,24.52
5018,Great Dane,Large,Female,12.0,Neutered,Moderate,Hard food,Royal Canin,4.0,Yes,No,No,13.0,3.0,Low,1.0,71.0,Yes,Yes,63.12
5019,Golden Retriever,Large,Female,4.0,Spayed,Low,Hard food,Purina,2.0,No,Yes,No,11.0,1.0,Active,1.0,61.0,Unknown,Yes,26.31
5020,Chihuahua,Small,Female,2.0,Neutered,Low,Home cooked,Special,4.0,No,No,No,13.0,1.0,Unknown,1.0,76.0,Yes,Yes,2.87
5021,Dachshund,Small,Male,4.0,Neutered,Very Active,Unknown,Hill's Science,2.0,Yes,No,No,11.0,2.0,Active,0.0,97.0,Yes,Yes,6.56
5022,Great Dane,Large,Male,2.0,Spayed,Active,Special diet,Wellness,4.0,No,Yes,No,10.0,2.0,Unknown,0.0,64.0,Yes,Yes,51.55
5023,Dachshund,Small,Female,1.0,Unknown,Moderate,Special diet,Wellness,1.0,No,No,No,13.0,2.0,Unknown,1.0,81.0,Yes,Yes,7.45
5025,Australian Shepherd,Medium,Male,2.0,Neutered,Moderate,Wet food,Pedigree,6.0,No,No,No,11.0,1.0,Moderate,0.0,63.0,Yes,Yes,27.67
5027,Rottweiler,Large,Female,3.0,Spayed,Very Active,Hard food,Blue Buffalo,3.0,Yes,Yes,No,12.0,2.0,Unknown,0.0,64.0,Unknown,Yes,57.96
5028,Doberman,Large,Male,1.0,Unknown,Very Active,Home cooked,Special,3.0,No,No,No,12.0,0.0,Unknown,1.0,46.0,Yes,Yes,37.9
5029,Australian Shepherd,Medium,Female,6.0,Neutered,Low,Wet food,Nutro,4.0,No,No,No,10.0,2.0,Moderate,3.0,88.0,Yes,Yes,23.13
5030,Great Dane,Large,Female,13.0,Spayed,Moderate,Home cooked,Special,3.0,No,No,No,10.0,4.0,Very Active,0.0,64.0,Yes,Yes,49.99
5032,Beagle,Small,Female,7.0,Unknown,Moderate,Home cooked,Special,5.0,Yes,Yes,No,11.0,1.0,Low,1.0,82.0,Yes,Yes,11.46
5033,Golden Retriever,Large,Female,10.0,Unknown,Active,Home cooked,Special,3.0,No,No,No,12.0,2.0,Moderate,1.0,60.0,Yes,Yes,31.35
5034,Rottweiler,Large,Female,7.0,Neutered,Unknown,Special diet,Purina,4.0,No,Yes,No,9.0,2.0,Moderate,3.0,80.0,Yes,Yes,42.23
5035,Labrador Retriever,Large,Female,5.0,Spayed,Active,Home cooked,Special,2.0,Yes,Yes,No,8.0,2.0,Moderate,4.0,87.0,Yes,Yes,35.46
5036,Siberian Husky,Medium,Female,13.0,Neutered,Active,Home cooked,Special,3.0,No,No,No,12.0,2.0,Very Active,2.0,60.0,Yes,Yes,16.05
5037,Doberman,Large,Female,12.0,Neutered,Low,Wet food,Royal Canin,3.0,Yes,No,No,12.0,2.0,Active,4.0,45.0,Yes,Yes,31.78
5038,Yorkshire Terrier,Small,Female,4.0,Neutered,Very Active,Home cooked,Special,4.0,Yes,Yes,No,12.0,1.0,Moderate,1.0,59.0,Yes,Yes,3.14
5039,Great Dane,Large,Male,11.0,Neutered,Very Active,Home cooked,Special,1.0,No,Yes,No,11.0,1.0,Moderate,1.0,81.0,Yes,Yes,71.53
5040,Bulldog,Medium,Female,7.0,Spayed,Active,Special diet,Purina,2.0,Yes,Yes,No,10.0,3.0,Very Active,1.0,66.0,Yes,Yes,19.04
5041,Yorkshire Terrier,Small,Male,2.0,Spayed,Moderate,Home cooked,Special,2.0,Yes,Yes,No,11.0,3.0,Very Active,1.0,78.0,Yes,Yes,3.52
5043,Rottweiler,Large,Male,6.0,Spayed,Active,Hard food,Royal Canin,2.0,No,Yes,No,12.0,2.0,Very Active,3.0,64.0,Yes,Yes,40.85
5044,Dachshund,Small,Female,9.0,Spayed,Active,Special diet,Iams,5.0,No,Yes,No,11.0,0.0,Very Active,0.0,76.0,Yes,Yes,7.02
5045,Yorkshire Terrier,Small,Male,6.0,Spayed,Moderate,Hard food,Hill's Science,3.0,No,No,No,13.0,2.0,Very Active,2.0,49.0,Yes,Yes,4.73
5047,Rottweiler,Large,Female,7.0,Spayed,Low,Wet food,Wellness,3.0,No,No,No,8.0,0.0,Low,0.0,65.0,Yes,Yes,55.13
5048,Australian Shepherd,Medium,Male,1.0,Spayed,Very Active,Wet food,Hill's Science,3.0,Yes,Yes,No,10.0,1.0,Active,1.0,66.0,Yes,Yes,21.77
5051,Yorkshire Terrier,Small,Female,4.0,Neutered,Very Active,Hard food,Hill's Science,5.0,No,Yes,No,13.0,4.0,Unknown,3.0,71.0,Unknown,Yes,3.04
5052,Labrador Retriever,Large,Female,4.0,Unknown,Unknown,Special diet,Hill's Science,4.0,Yes,Yes,No,12.0,2.0,Active,2.0,74.0,Yes,Yes,26.76
5054,Chihuahua,Small,Male,7.0,Neutered,Active,Wet food,Wellness,0.0,Yes,Yes,No,11.0,1.0,Active,2.0,70.0,Yes,Yes,3.04
5056,Labrador Retriever,Large,Male,3.0,Neutered,Active,Wet food,Blue Buffalo,3.0,No,Yes,No,10.0,1.0,Low,1.0,75.0,Yes,Yes,27.17
5057,Labrador Retriever,Large,Male,11.0,Unknown,Active,Hard food,Nutro,4.0,No,No,No,10.0,1.0,Active,1.0,64.0,Yes,Yes,28.98
5060,Rottweiler,Large,Male,2.0,Spayed,Active,Unknown,Nutro,4.0,Yes,No,No,12.0,2.0,Moderate,2.0,56.0,Yes,Yes,59.51
5061,Yorkshire Terrier,Small,Female,11.0,Unknown,Low,Hard food,Wellness,3.0,No,No,Unknown,9.0,2.0,Active,1.0,65.0,Yes,Yes,2.25
5062,Unknown,Large,Female,8.0,Unknown,Moderate,Special diet,Royal Canin,3.0,No,No,No,9.0,0.0,Active,3.0,84.0,Yes,Yes,24.49
5064,Dachshund,Small,Female,11.0,Neutered,Very Active,Hard food,Purina,3.0,Unknown,No,No,11.0,2.0,Unknown,3.0,41.0,Yes,Yes,7.64
5066,German Shepherd,Large,Female,12.0,Neutered,Active,Hard food,Unknown,1.0,No,No,No,12.0,2.0,Low,2.0,66.0,Yes,Yes,39.65
5068,Australian Shepherd,Medium,Female,3.0,Neutered,Moderate,Home cooked,Special,0.0,No,No,No,11.0,0.0,Moderate,1.0,52.0,Yes,Yes,19.96
5070,Bulldog,Medium,Male,2.0,Unknown,Unknown,Home cooked,Special,3.0,No,No,No,10.0,2.0,Moderate,3.0,63.0,Yes,Yes,24.61
